corporate_allocation_after_exclusions_amt,corporate_allocation_amt,corporate_allocation_bps,gl_exception_amt,gl_exception_bps,gl_fee_income_amt,gl_fee_income_bps,gl_gos_amt,gl_gos_bps,gl_oi_amt,gl_oi_bps,llr_amt,llr_bps,loan_fin_component_id,loan_id,los_exception_amt,los_exception_bps,los_revenue_amt,los_revenue_bps,reporting_period_id,source_insert_datetime
-4202.7856,-133.2061,-133.2061,1,1,-3.3763,-3.3763,219,219,112,112,-3,-3,1069,1069,1,1,301.4,301.4,1,
-3576.6236,-192.4632,-192.4632,-20.7,-20.7,-5.7724,-5.7724,238,238,110,110,-3,-3,1070,1070,-20.7,-20.7,327.3,327.3,1,
-3844.0145,-112.5806,-112.5806,-19.7,-19.7,29.6497,29.6497,148,148,105,105,-3,-3,1071,1071,-19.7,-19.7,233.3,233.3,1,
-3418.3697,-203.786,-203.786,-2,-2,66.214,66.214,184,184,120,120,-3,-3,1072,1072,-2,-2,118.8,118.8,1,
-4313.135,-138.1337,-138.1337,-19.6,-19.6,27.0329,27.0329,175,175,90,90,-3,-3,1073,1073,-19.6,-19.6,203.4,203.4,1,
-3841.3538,-151.2121,-151.2121,-39.0002,-39.0002,36.9931,36.9931,275.0002,275.0002,90,90,-3.0002,-3.0002,1074,1074,-39.0002,-39.0002,263.6,263.6,1,
-4145.482,-214.6753,-214.6753,-59.7,-59.7,69.4775,69.4775,213,213,70,70,-3,-3,1075,1075,-59.7,-59.7,223.3,223.3,1,
-4154.7778,-64.8083,-64.8083,-1.7,-1.7,17.9485,17.9485,102.5001,102.5001,62.7,62.7,-2.9999,-2.9999,1076,1076,-1.7,-1.7,98.8,98.8,1,
-3896.4001,-117.234,-117.234,-51.5,-51.5,28.795,28.795,170,170,150,150,-3,-3,1077,1077,-51.5,-51.5,80.3,80.3,1,
-4410.5446,-172.1875,-172.1875,,,54.066,54.066,223,223,95,95,-3,-3,1078,1078,0,0,187.5,187.5,1,
-3239.8571,-172.7875,-172.7875,-4.5,-4.5,48.4178,48.4178,50,50,104,104,-3,-3,1079,1079,-4.5,-4.5,33.5,33.5,1,
-2314.7959,-82.65,-82.65,-9,-9,14.9012,14.9012,50,50,104,104,-3,-3,1080,1080,-9,-9,74.2,74.2,1,
-3545.0955,-281.3649,-281.3649,,,76.7521,76.7521,289.5,289.5,75,75,-2.9998,-2.9998,1081,1081,0,0,299.6,299.6,1,
-4424.4791,-117.3034,-117.3034,-35.6,-35.6,36.8736,36.8736,185.0001,185.0001,94.5999,94.5999,-3.0001,-3.0001,1082,1082,-35.6,-35.6,159,159,1,
-3418.5173,-75.0516,-75.0516,-2.5,-2.5,8.6303,8.6303,119,119,99.8,99.8,-3.0001,-3.0001,1083,1083,-2.5,-2.5,226.7,226.7,1,
-2980.7552,-70.8429,-70.8429,52.9,52.9,18.1397,18.1397,50,50,104,104,-3,-3,1084,1084,52.9,52.9,206.2,206.2,1,
-3525.356,-141.0751,-141.0751,23.6001,23.6001,44.0081,44.0081,241.9999,241.9999,84.0001,84.0001,-2.9999,-2.9999,1085,1085,23.6001,23.6001,173.6,173.6,1,
-3891.4488,-81.5679,-81.5679,-19.3,-19.3,16.9825,16.9825,147,147,83.9999,83.9999,-3,-3,1086,1086,-19.3,-19.3,111.7,111.7,1,
-3966.9008,-131.1558,-131.1558,-42.9,-42.9,39.3925,39.3925,180,180,78,78,-3,-3,1087,1087,-42.9,-42.9,215.1,215.1,1,
-4760.7164,-269.8941,-269.8941,,,-9.9255,-9.9255,140,140,120,120,-3,-3,1088,1088,0,0,223.7,223.7,1,
0,,,,,-363.2941,-363.2941,,,,,-2.9961,-2.9961,1089,1089,-2572.502,-2572.502,0,0,1,
-4221.9659,-354.3147,-354.3147,-4.1002,-4.1002,109.3706,109.3706,135.0003,135.0003,160,160,-3.0003,-3.0003,1090,1090,-4.1002,-4.1002,186.9,186.9,1,
-4436.792,-335.5769,-335.5769,19.1,19.1,74.809,74.809,155,155,190,190,-3,-3,1091,1091,19.1,19.1,372.1,372.1,1,
0,,,,,-189.25,-189.25,,,,,-3,-3,1092,1092,-1403.3,-1403.3,0,0,1,
-3716.1032,-131.6981,-131.6981,-45.8,-45.8,40.5889,40.5889,145,145,80,80,-3,-3,1093,1093,-45.8,-45.8,179.2,179.2,1,
0,,,,,-0.4518,-0.4518,,,150,150,-3.0006,-3.0006,1094,1094,,,,,1,
0,,,,,-269.4133,-269.4133,,,,,-3.0044,-3.0044,1095,1095,-1457.8044,-1457.8044,0,0,1,
-3542.2698,-193.8889,-193.8889,,,55.0352,55.0352,187,187,125,125,-3,-3,1096,1096,0,0,-12.4,-12.4,1,
-883.98,-144.875,-144.875,1.5,1.5,101.2569,101.2569,-91.8,-91.8,406.3,406.3,-3,-3,1097,1097,1.5,1.5,317.1,317.1,1,
-1366.9875,-63.6813,-63.6813,,,-1.3659,-1.3659,50,50,175.8,175.8,-3,-3,1098,1098,0,0,79.5,79.5,1,
-1876.0694,-61.1161,-61.1161,-5,-5,-3.6253,-3.6253,69.8,69.8,121.2999,121.2999,-2.9999,-2.9999,1099,1099,-5,-5,178.4,178.4,1,
-1677.3844,-57.6617,-57.6617,,,-9.4154,-9.4154,50,50,159.2,159.2,-3,-3,1100,1100,0,0,-0.6,-0.6,1,
-1828.9597,-42.7991,-42.7991,0.3,0.3,25.2363,25.2363,50,50,59.1001,59.1001,-3,-3,1101,1101,0.3,0.3,73.7,73.7,1,
-1855.6566,-98.106,-98.106,2.8001,2.8001,-8.6907,-8.6907,-51.3999,-51.3999,194.6998,194.6998,-2.9999,-2.9999,1102,1102,2.8001,2.8001,244.3,244.3,1,
-1842.6697,-97.4953,-97.4953,0.5001,0.5001,-11.4845,-11.4845,62.1001,62.1001,193.5,193.5,-3.0001,-3.0001,1103,1103,0.5001,0.5001,215.4,215.4,1,
-4141.8197,-168.7208,-168.7208,-61.6999,-61.6999,19.7702,19.7702,100,100,150,150,-2.9999,-2.9999,1104,1104,-61.6999,-61.6999,224.9,224.9,1,
-4517.4178,-105.5106,-105.5106,10.5,10.5,22.0279,22.0279,117.9,117.9,80,80,-3,-3,1105,1105,10.5,10.5,211.8,211.8,1,
-3958.5477,-175.0614,-175.0614,5.7002,5.7002,11.6051,11.6051,323.9999,323.9999,75,75,-2.9999,-2.9999,1106,1106,5.7002,5.7002,412.1,412.1,1,
-3849.2253,-79.031,-79.031,,,23.2028,23.2028,147,147,80,80,-3,-3,1107,1107,0,0,217.3,217.3,1,
-3561.5868,-283.3714,-283.3714,1.4,1.4,84.3103,84.3103,134.5,134.5,201.4,201.4,-3,-3,1108,1108,1.4,1.4,192.3,192.3,1,
-3378.759,-338.9587,-338.9587,-1.3001,-1.3001,100.4176,100.4176,272.0002,272.0002,91.0001,91.0001,-3,-3,1109,1109,-1.3001,-1.3001,286.7,286.7,1,
-3926.5462,-495.9,-495.9,,,146.624,146.624,223,223,95,95,-3,-3,1110,1110,0,0,310.9,310.9,1,
-3752.1045,-44.1192,-44.1192,3.6,3.6,14.1238,14.1238,43,43,53.4,53.4,-3,-3,1111,1111,3.6,3.6,90,90,1,
-3687.7303,-123.975,-123.975,-9.1,-9.1,13.712,13.712,99.5,99.5,155,155,-3,-3,1112,1112,-9.1,-9.1,248.4,248.4,1,
-4060.3707,-140.065,-140.065,-4.5999,-4.5999,45.3589,45.3589,150,150,60,60,-3.0001,-3.0001,1113,1113,-4.5999,-4.5999,90.4,90.4,1,
-3529.3056,-124.2234,-124.2234,-48.5999,-48.5999,23.3199,23.3199,57.4001,57.4001,130.1999,130.1999,-3,-3,1114,1114,-48.5999,-48.5999,85.7,85.7,1,
-3964.5695,-75.1364,-75.1364,-28.8,-28.8,18.0474,18.0474,97.5,97.5,24,24,-3,-3,1115,1115,-28.8,-28.8,92.7,92.7,1,
-3994.734,-97.8107,-97.8107,-5.2,-5.2,17.675,17.675,129.5,129.5,114.2,114.2,-3,-3,1116,1116,-5.2,-5.2,9.9,9.9,1,
-3281.3192,-157.4286,-157.4286,39.8,39.8,37.2956,37.2956,48,48,104,104,-3,-3,1117,1117,39.8,39.8,190.2,190.2,1,
-4009.2641,-212.2051,-212.2051,26.8001,26.8001,52.5857,52.5857,316.9999,316.9999,95.9998,95.9998,-3.0001,-3.0001,1118,1118,26.8001,26.8001,444.4,444.4,1,
-3296.2592,-57,-57,-33.8,-33.8,15.5377,15.5377,104.5,104.5,109.5,109.5,-3,-3,1119,1119,-33.8,-33.8,180.2,180.2,1,
0,-157.4286,-157.4286,0.9,0.9,49.0835,49.0835,173,173,24,24,-3,-3,1120,1120,0.9,0.9,97.9,97.9,1,
-3994.8766,-331.4286,-331.4286,-1.9997,-1.9997,107.337,107.337,232.9998,232.9998,95.0002,95.0002,-3.0002,-3.0002,1121,1121,-2.0003,-2.0003,331.7,331.7,1,
-4120.1652,-37.4264,-37.4264,-20.1,-20.1,7.7445,7.7445,58,58,56.6,56.6,-3,-3,1122,1122,-20.1,-20.1,94.5,94.5,1,
-4047.9972,-190.7104,-190.7104,0.2,0.2,57.27,57.27,179,179,105,105,-3,-3,1123,1123,0.2,0.2,284.2,284.2,1,
-4213.647,-222.6134,-222.6134,-48.6998,-48.6998,43.2465,43.2465,110,110,119.9999,119.9999,-3.0001,-3.0001,1124,1124,-48.6998,-48.6998,200,200,1,
-2814.3575,-44.1772,-44.1772,11.7,11.7,-211.9403,-211.9403,94,94,82.7,82.7,-3,-3,1125,1125,11.7,11.7,288.4,288.4,1,
-4351.971,-190.7308,-190.7308,,,59.5758,59.5758,199,199,90,90,-3,-3,1126,1126,0,0,233.9,233.9,1,
0,,,,,66.7862,66.7862,,,,,-3,-3,1127,1127,-90.6,-90.6,38,38,1,
-4771.4559,-168.7349,-168.7349,5.6,5.6,41.2487,41.2487,158,158,104.9998,104.9998,-3.0002,-3.0002,1128,1128,5.6,5.6,270.2,270.2,1,
-3867.7757,-236.1429,-236.1429,-12.8,-12.8,69.68,69.68,233,233,80,80,-3,-3,1129,1129,-12.8,-12.8,316.2,316.2,1,
-4481.044,-327.1875,-327.1875,9.5,9.5,103.21,103.21,192.9,192.9,85,85,-3,-3,1130,1130,9.5,9.5,287.4,287.4,1,
-4044.9638,-646.2963,-646.2963,-36.8,-36.8,151.9803,151.9803,196,196,75,75,-3,-3,1131,1131,-36.8,-36.8,66,66,1,
-3883.8665,-98.4683,-98.4683,-27.1,-27.1,19.7747,19.7747,199.2999,199.2999,112.9,112.9,-2.9999,-2.9999,1132,1132,-27.1,-27.1,284.2,284.2,1,
-3536.663,-182.2772,-182.2772,-5.4001,-5.4001,55.36,55.36,101,101,105,105,-3,-3,1133,1133,-5.4001,-5.4001,163.7,163.7,1,
-2741.6877,-66.8569,-66.8569,8.2,8.2,14.4083,14.4083,92.5,92.5,55.2,55.2,-2.9999,-2.9999,1134,1134,8.2,8.2,156,156,1,
-3932.8088,-60.0976,-60.0976,0.2,0.2,15.8212,15.8212,119,119,97.6,97.6,-3,-3,1135,1135,0.2,0.2,217.1,217.1,1,
-3915.1978,-180.0183,-180.0183,,,0.6349,0.6349,,,175.0002,175.0002,-3.0002,-3.0002,1136,1136,,,175,175,1,
-3389.3461,-69.8881,-69.8881,-39.9,-39.9,18.829,18.829,148,148,71.9999,71.9999,-3,-3,1137,1137,-3.4,-3.4,208.5,208.5,1,
-4449.9366,-367.3684,-367.3684,6.4,6.4,107.8288,107.8288,179,179,84,84,-3,-3,1138,1138,6.4,6.4,265.9,265.9,1,
0,-43.625,-43.625,9.9,9.9,6.5162,6.5162,82,82,75,75,-3,-3,1139,1139,9.9,9.9,294.5,294.5,1,
-1961.5724,-114.6047,-114.6047,-148.2,-148.2,37.5286,37.5286,171,171,60,60,-3,-3,1140,1140,0,0,82.8,82.8,1,
-2941.2477,-117.9328,-117.9328,-8,-8,36.8047,36.8047,166,166,77,77,-3,-3,1141,1141,0,0,208.1,208.1,1,
-3603.8936,-57.0507,-57.0507,-2,-2,14.2964,14.2964,43,43,100.2,100.2,-3,-3,1142,1142,-2,-2,142.4,142.4,1,
0,,,,,-1883.75,-1883.75,,,,,-3,-3,1143,1143,-8325,-8325,0,0,1,
-140.6942,-121.326,-121.326,-49.2,-49.2,-21.9254,-21.9254,172,172,250,250,-3,-3,1144,1144,-49.2,-49.2,355.3,355.3,1,
-62.6313,-93.1879,-93.1879,71.6002,71.6002,54.4445,54.4445,100,100,100,100,-3.0002,-3.0002,1145,1145,71.6002,71.6002,75,75,1,
-3332.6917,-130.3158,-130.3158,,,42.424,42.424,171,171,70,70,-3,-3,1146,1146,0,0,236.3,236.3,1,
-748.9598,-76.7778,-76.7778,-25.1,-25.1,-6.0856,-6.0856,149.5,149.5,170,170,-3.0001,-3.0001,1147,1147,-25.1,-25.1,280,280,1,
-3808.664,-64.9302,-64.9302,3.6,3.6,15.7418,15.7418,68.5,68.5,84,84,-3.0001,-3.0001,1148,1148,3.6,3.6,176.3,176.3,1,
-3531.5745,-26.175,-26.175,,,25.2724,25.2724,50,50,26,26,-3,-3,1149,1149,0,0,-37.5,-37.5,1,
-3683.7585,-303.4783,-303.4783,-44.4,-44.4,84.1426,84.1426,156.9003,156.9003,105,105,-3,-3,1150,1150,-44.4,-44.4,231.8,231.8,1,
-2955.6504,-142.8377,-142.8377,1,1,-6.382,-6.382,65.5001,65.5001,90,90,-3,-3,1151,1151,1,1,156.5,156.5,1,
-3710.0758,-104.7,-104.7,4.8,4.8,24.36,24.36,129,129,145,145,-3,-3,1152,1152,4.8,4.8,178.8,178.8,1,
-4180.6377,-236.294,-236.294,-15,-15,36.3785,36.3785,135,135,130.0001,130.0001,-2.9998,-2.9998,1153,1153,-15,-15,150,150,1,
-3229.9785,-47.5909,-47.5909,-24.2,-24.2,6.3365,6.3365,59,59,63.3,63.3,-3,-3,1154,1154,-24.2,-24.2,88,88,1,
0,,,,,-322.06,-322.06,,,,,-3,-3,1155,1155,-1665,-1665,0,0,1,
-1841.8808,-174.5,-174.5,0.4,0.4,43.0123,43.0123,123,123,110,110,-3,-3,1156,1156,0.4,0.4,133.4,133.4,1,
-4780.0494,-211.9433,-211.9433,-23,-23,53.985,53.985,181,181,83,83,-3,-3,1157,1157,-23,-23,236,236,1,
-2779.7596,-307.0381,-307.0381,4.4,4.4,74.0006,74.0006,198.3003,198.3003,30,30,-3,-3,1158,1158,4.4,4.4,232.7,232.7,1,
-4117.3153,-98.9416,-98.9416,3.4999,3.4999,5.4948,5.4948,222.5001,222.5001,140,140,-3,-3,1159,1159,3.5001,3.5001,291,291,1,
-3878.2233,-121.922,-121.922,-90.0001,-90.0001,-14.6607,-14.6607,140,140,30,30,-3,-3,1160,1160,-90.0001,-90.0001,54.4,54.4,1,
-3738.6434,-334.5048,-334.5048,-3.2,-3.2,96.6051,96.6051,110,110,78,78,-3,-3,1161,1161,-3.2,-3.2,145,145,1,
-3413.0705,-239.9615,-239.9615,-13.5002,-13.5002,73.9599,73.9599,166.4998,166.4998,103.9998,103.9998,-3.0001,-3.0001,1162,1162,-13.5002,-13.5002,238.9,238.9,1,
-3847.286,-129.2621,-129.2621,,,51.657,51.657,138.0001,138.0001,145,145,-3.0001,-3.0001,1163,1163,0,0,135.5,135.5,1,
-4114.7093,-31.7273,-31.7273,,,9.7046,9.7046,50,50,78,78,-3,-3,1164,1164,0,0,99.5,99.5,1,
-4407.0948,-436.541,-436.541,4.4997,4.4997,83.1579,83.1579,138.8,138.8,65.9998,65.9998,-3.0003,-3.0003,1165,1165,4.4997,4.4997,209.3,209.3,1,
-3328.8508,-237.9545,-237.9545,-45.7,-45.7,27.4505,27.4505,114.1,114.1,104,104,-3,-3,1166,1166,-45.7,-45.7,-154.9,-154.9,1,
-3220.0075,-64.9504,-64.9504,-17.7,-17.7,-60.2859,-60.2859,41.2,41.2,69.5,69.5,-3,-3,1167,1167,-17.7,-17.7,103,103,1,
-4374.5169,-133.5459,-133.5459,-2,-2,26.4383,26.4383,165,165,64,64,-3,-3,1168,1168,-2,-2,227,227,1,
-4401.2615,-320.3794,-320.3794,6,6,90.6842,90.6842,165.5,165.5,84,84,-3,-3,1169,1169,6,6,255.5,255.5,1,
0,,,,,-237.9221,-237.9221,,,,,-3.0026,-3.0026,1170,1170,-1703.8961,-1703.8961,0,0,1,
-4488.6175,-290.8333,-290.8333,10.3,10.3,65.1922,65.1922,193.6,193.6,77,77,-3,-3,1171,1171,10.3,10.3,297.6,297.6,1,
-4026.7964,-124.6429,-124.6429,8,8,31.965,31.965,150,150,90,90,-3,-3,1172,1172,8,8,248,248,1,
-4138.8554,-122.8657,-122.8657,-5.0001,-5.0001,31.137,31.137,148,148,94.9999,94.9999,-2.9999,-2.9999,1173,1173,-5.0001,-5.0001,238,238,1,
0,,,,,-298.8258,-298.8258,,,,,-3.0065,-3.0065,1174,1174,-2116.1032,-2116.1032,0,0,1,
0,-80.7406,-80.7406,1.3001,1.3001,32.6808,32.6808,199.5,199.5,200,200,-2.9998,-2.9998,1175,1175,1.3001,1.3001,383.7,383.7,1,
0,-219.6,-219.6,-18,-18,123.484,123.484,225,225,200,200,-3,-3,1176,1176,-18,-18,151.2,151.2,1,
0,,,,,-260.75,-260.75,,,,,-3,-3,1177,1177,-1590,-1590,0,0,1,
-798.7274,-68.7113,-68.7113,,,29.5112,29.5112,125.0002,125.0002,,,-4.9999,-4.9999,1178,1178,0,0,125,125,1,
0,-40.0792,-40.0792,33,33,-6.1743,-6.1743,505,505,,,-5,-5,1179,1179,33,33,373.3,373.3,1,
-251.3877,-56.2347,-56.2347,-5.6001,-5.6001,40.4812,40.4812,365,365,,,-5,-5,1180,1180,-5.6001,-5.6001,241.7,241.7,1,
-4134.2505,-160.8295,-160.8295,-35,-35,36.8873,36.8873,166,166,100,100,-3,-3,1181,1181,-35,-35,171,171,1,
0,-246.7617,-246.7617,3.9001,3.9001,66.8779,66.8779,271.5001,271.5001,200,200,-2.9998,-2.9998,1182,1182,3.9001,3.9001,238.9,238.9,1,
-3824.683,-163.5938,-163.5938,35.8,35.8,40.1772,40.1772,158,158,113,113,-3,-3,1183,1183,35.8,35.8,281.8,281.8,1,
-4103.1845,-214.7692,-214.7692,-2,-2,57.5134,57.5134,186.8,186.8,108,108,-3.0002,-3.0002,1184,1184,-2,-2,169.6,169.6,1,
-4222.661,-171.9861,-171.9861,,,22.9289,22.9289,259.5,259.5,104.9999,104.9999,-3.0001,-3.0001,1185,1185,0,0,270.9,270.9,1,
-4210.1806,-218.125,-218.125,-2.4,-2.4,60.6375,60.6375,206.8,206.8,100,100,-3,-3,1186,1186,-2.4,-2.4,229.4,229.4,1,
-4140.7996,-243.4884,-243.4884,4.6,4.6,-22.0405,-22.0405,223.4,223.4,100,100,-3,-3,1187,1187,4.6,4.6,314,314,1,
-3571.651,-49.2011,-49.2011,14.9,14.9,-8.209,-8.209,147,147,40.4,40.4,-3,-3,1188,1188,13.5,13.5,182.3,182.3,1,
-4085.7341,-320.9687,-320.9687,0.3998,0.3998,84.7253,84.7253,155.3998,155.3998,128,128,-3,-3,1189,1189,0.3998,0.3998,167.2,167.2,1,
-4570.153,-175.2155,-175.2155,0.7999,0.7999,41.1925,41.1925,182.9999,182.9999,137.0001,137.0001,-2.9999,-2.9999,1190,1190,0.7999,0.7999,258.5,258.5,1,
-4274.1814,-393.8904,-393.8904,-41.5003,-41.5003,23.3212,23.3212,160,160,83.9998,83.9998,-2.9999,-2.9999,1191,1191,-41.5003,-41.5003,175,175,1,
-4032.7371,-134.2965,-134.2965,1.7001,1.7001,25.2306,25.2306,215.3001,215.3001,112.7001,112.7001,-2.9999,-2.9999,1192,1192,1.7001,1.7001,391.3,391.3,1,
-2863.4406,-66.1002,-66.1002,-22.3001,-22.3001,16.1488,16.1488,49,49,116.3,116.3,-2.9999,-2.9999,1193,1193,-22.3001,-22.3001,163.7,163.7,1,
-4542.1216,-67.987,-67.987,,,-0.1375,-0.1375,,,175,175,-3,-3,1194,1194,,,175,175,1,
-3604.0316,-318.2371,-318.2371,17.1003,17.1003,68.1027,68.1027,155.6,155.6,84,84,-3,-3,1195,1195,17.1003,17.1003,214.2,214.2,1,
-3454.6476,-312.5373,-312.5373,3.4997,3.4997,77.3445,77.3445,145,145,175,175,-3,-3,1196,1196,3.5003,3.5003,236,236,1,
-3083.0328,-161.1831,-161.1831,-1.1001,-1.1001,34.939,34.939,173.0001,173.0001,339.9999,339.9999,-3.0001,-3.0001,1197,1197,-1.1001,-1.1001,324,324,1,
-4048.9062,-83.673,-83.673,-9.4,-9.4,16.3002,16.3002,107.8,107.8,200,200,-3.0001,-3.0001,1198,1198,-9.4,-9.4,123.4,123.4,1,
-4051.3342,-139.2613,-139.2613,-6.7,-6.7,-28.8924,-28.8924,159.9999,159.9999,175,175,-2.9999,-2.9999,1199,1199,-6.7,-6.7,247.6,247.6,1,
-4482.8645,-209.4,-209.4,1.1,1.1,64.1996,64.1996,150,150,220,220,-3,-3,1200,1200,1.1,1.1,346.1,346.1,1,
-4758.8725,-181.2673,-181.2673,0.8999,0.8999,55.7098,55.7098,125,125,200,200,-3,-3,1201,1201,0.8999,0.8999,281.5,281.5,1,
-3334.4508,-138.9276,-138.9276,-12.7001,-12.7001,28.7595,28.7595,185.0001,185.0001,274.9999,274.9999,-2.9999,-2.9999,1202,1202,-12.7001,-12.7001,388.5,388.5,1,
-4674.4228,-150,-150,,,55.7668,55.7668,145,145,192,192,-3,-3,1203,1203,0,0,176.9,176.9,1,
-3490.3539,-190.0181,-190.0181,,,57.5024,57.5024,145,145,235,235,-3,-3,1204,1204,0,0,246,246,1,
-3692.2552,-134.9766,-134.9766,2.6,2.6,28.0885,28.0885,110.3,110.3,235.0001,235.0001,-2.9999,-2.9999,1205,1205,2.6,2.6,286.6,286.6,1,
-3821.7288,-237.9545,-237.9545,1.1,1.1,-5.3723,-5.3723,180,180,230,230,-3,-3,1206,1206,1.1,1.1,16.7,16.7,1,
-4308.4799,-57.2617,-57.2617,2.8,2.8,9.3187,9.3187,95,95,315,315,-3,-3,1207,1207,2.8,2.8,232.8,232.8,1,
-3959.7516,-213.2635,-213.2635,80.0001,80.0001,35.9028,35.9028,180.0001,180.0001,319.9999,319.9999,-2.9999,-2.9999,1208,1208,80.0001,80.0001,412.3,412.3,1,
-2101.5899,-292.1317,-292.1317,51.8002,51.8002,86.2723,86.2723,171.0999,171.0999,206,206,-3,-3,1209,1209,51.8002,51.8002,437,437,1,
-4286.3046,-256.2408,-256.2408,-19.0999,-19.0999,60.072,60.072,145,145,160,160,-3,-3,1210,1210,-19.0999,-19.0999,278.5,278.5,1,
-3348.7577,-158.0616,-158.0616,-25.4001,-25.4001,-8.4396,-8.4396,175,175,200,200,-3,-3,1211,1211,-25.4001,-25.4001,94.6,94.6,1,
-3753.6616,-377.4714,-377.4714,6.7,6.7,85.0158,85.0158,120.2998,120.2998,219.9999,219.9999,-3.0003,-3.0003,1212,1212,6.7,6.7,347,347,1,
-4205.8945,-209.4,-209.4,-15.2,-15.2,43.9816,43.9816,145,145,70,70,-3,-3,1213,1213,-15.2,-15.2,218.9,218.9,1,
-4158.2356,-355.4382,-355.4382,,,42.1909,42.1909,185.0003,185.0003,239.9999,239.9999,-2.9997,-2.9997,1214,1214,0,0,422.4,422.4,1,
-3487.3518,-280.6098,-280.6098,-14.5997,-14.5997,-18.7357,-18.7357,100,100,100,100,-3.0001,-3.0001,1215,1215,-14.5997,-14.5997,175,175,1,
-2991.0218,-42.9803,-42.9803,-0.6,-0.6,6.9668,6.9668,74.1,74.1,61.5,61.5,-3,-3,1216,1216,-0.6,-0.6,141.6,141.6,1,
-4355.8322,-213.2903,-213.2903,-10.6,-10.6,58.4628,58.4628,163.8,163.8,165,165,-3,-3,1217,1217,-10.6,-10.6,334.1,334.1,1,
0,-257.9937,-257.9937,-30.7002,-30.7002,58.6549,58.6549,168.5002,168.5002,250,250,-2.9998,-2.9998,1218,1218,-30.7002,-30.7002,336.1,336.1,1,
-4534.0722,-75.7678,-75.7678,-21.8,-21.8,21.7782,21.7782,180,180,70,70,-3,-3,1219,1219,-21.8,-21.8,228.2,228.2,1,
-2869.395,-81.8993,-81.8993,-1.6,-1.6,18.8304,18.8304,50,50,104,104,-3,-3,1220,1220,-1.6,-1.6,118.7,118.7,1,
-3589.3153,-112.2581,-112.2581,-51.3001,-51.3001,29.3972,29.3972,133.0001,133.0001,84,84,-3.0001,-3.0001,1221,1221,-51.3001,-51.3001,139.6,139.6,1,
-4579.7503,-206.625,-206.625,-4.9,-4.9,51.3046,51.3046,293,293,120,120,-3,-3,1222,1222,-4.9,-4.9,210.8,210.8,1,
-4478.975,-33.06,-33.06,,,-0.0675,-0.0675,,,100,100,-3,-3,1223,1223,,,100,100,1,
-4529.1564,-129.6471,-129.6471,-49.6,-49.6,37.1122,37.1122,155,155,90,90,-3,-3,1224,1224,-49.6,-49.6,195.4,195.4,1,
-3603.5537,-122.4444,-122.4444,-55.7,-55.7,37.957,37.957,170,170,88,88,-3,-3,1225,1225,-55.7,-55.7,202.3,202.3,1,
-4380.3142,-142.9107,-142.9107,-9.9,-9.9,30.9703,30.9703,90,90,110,110,-3,-3,1226,1226,-9.9,-9.9,200,200,1,
-3984.193,-137.1784,-137.1784,-64.1001,-64.1001,39.2827,39.2827,155,155,24,24,-3,-3,1227,1227,-64.1001,-64.1001,-185.1,-185.1,1,
-3761.6672,-229.5674,-229.5674,-3.2998,-3.2998,51.7497,51.7497,347,347,74.9999,74.9999,-2.9998,-2.9998,1228,1228,-3.2998,-3.2998,319.4,319.4,1,
-4445.2365,-121.7231,-121.7231,-44.5999,-44.5999,38.0935,38.0935,145,145,90,90,-3,-3,1229,1229,-44.5999,-44.5999,17.4,17.4,1,
-4028.1028,-86.2435,-86.2435,-2.8,-2.8,20.3532,20.3532,144,144,84,84,-3,-3,1230,1230,-2.8,-2.8,225.2,225.2,1,
-4681.0679,-186.7975,-186.7975,4.3001,4.3001,43.4462,43.4462,173.0002,173.0002,125.0002,125.0002,-3.0002,-3.0002,1231,1231,4.3001,4.3001,340.5,340.5,1,
-4026.1824,-114.259,-114.259,,,25.3303,25.3303,266.9999,266.9999,78,78,-2.9999,-2.9999,1232,1232,0,0,329.7,329.7,1,
-3046.2741,-184.0208,-184.0208,37.1999,37.1999,45.2416,45.2416,180,180,78,78,-3,-3,1233,1233,37.1999,37.1999,301.2,301.2,1,
-4200.312,-187.2734,-187.2734,0.5,0.5,55.7413,55.7413,209,209,90,90,-3,-3,1234,1234,0.5,0.5,218.4,218.4,1,
-4054.8859,-96.2518,-96.2518,1.8,1.8,23.705,23.705,215.0001,215.0001,125,125,-2.9999,-2.9999,1235,1235,1.8,1.8,341.8,341.8,1,
-3740.1917,-733.6296,-733.6296,-41.8,-41.8,125.3822,125.3822,-29.2,-29.2,514.4,514.4,-3,-3,1236,1236,-41.8,-41.8,187.2,187.2,1,
-4404.4363,-252.8986,-252.8986,,,-1.0522,-1.0522,,,176.9324,176.9324,-3,-3,1237,1237,,,175,175,1,
-3799.2175,-134.027,-134.027,-29.6,-29.6,42.1924,42.1924,134.5,134.5,156.1,156.1,-3,-3,1238,1238,-29.6,-29.6,161,161,1,
-3982.5368,-209.9048,-209.9048,-36.4,-36.4,45.9712,45.9712,226,226,90.9998,90.9998,-3.0002,-3.0002,1239,1239,-36.4,-36.4,-20.5,-20.5,1,
-2966.7694,-189.8182,-189.8182,-9.7998,-9.7998,31.7769,31.7769,108,108,160,160,-3.0002,-3.0002,1240,1240,-9.8002,-9.8002,175,175,1,
-4120.0631,-50.5797,-50.5797,-8.5,-8.5,11.5625,11.5625,112,112,46.4,46.4,-3,-3,1241,1241,-8.5,-8.5,-11.6,-11.6,1,
