active_non_producing_sales_hc,active_sales_hc,company_id,department_id,funded_units_by_vp,funded_units_in_cost_center,funded_volume_by_vp,funded_volume_in_cost_center,payroll_reg_earnings_bom_amt,rent_bom_amt,reporting_period_id,vp_id,workforce_snapshot_id
4,6,2,11,2,3,2461309,2631709,,8922.96,1,92,1988
0,2,3,3,10,22,15977500,27403820,,-1463.33,1,23,1989
0,3,3,14,2,5,926453,2656016,,-3013.9,1,582,1990
0,2,3,1,10,22,15977500,27403820,,-1463.33,1,23,1991
15,27,3,5,1,36,550000,22307073,,24693.57,1,598,1992
15,27,3,2,1,36,550000,22307073,,24693.57,1,598,1993
16,26,4,5,4,49,1755850,20431420,,,1,599,1994
16,26,4,3,4,49,1755850,20431420,,,1,599,1995
1,2,4,2,7,7,2855405,2855405,,400.05,1,600,1996
1,2,4,3,7,7,2855405,2855405,,400.05,1,600,1997
1,2,4,1,7,7,2855405,2855405,,400.05,1,600,1998
16,26,4,1,4,49,1755850,20431420,,,1,599,1999
16,26,4,2,4,49,1755850,20431420,,,1,599,2000
2,4,1,5,15,17,5212925,5658925,,288.25,1,332,2001
2,4,1,1,15,17,5212925,5658925,,288.25,1,332,2002
2,3,2,4,8,8,5104914,5104914,,2024.42,1,536,2003
1,4,1,11,15,20,8272065,9760564,,3367.14,1,6,2004
0,1,1,5,9,9,4773361,4773361,,,1,5,2005
8,17,2,5,9,47,3696892,16915354.25,,,1,310,2006
8,17,2,14,9,47,3696892,16915354.25,,,1,310,2007
8,17,2,7,7,47,1988935,16915354.25,,,1,87,2008
1,2,1,6,12,12,7600750,7600750,,,1,3,2009
8,17,2,16,7,47,1988935,16915354.25,,,1,87,2010
3,18,2,11,7,49,3023043,18329432,,,1,358,2011
0,1,1,11,3,4,1475550,1871550,,745.76,1,394,2012
0,1,1,4,3,4,1475550,1871550,,745.76,1,394,2013
6,14,2,2,3,33,934721,10073187,,3118.46,1,190,2014
3,5,2,12,2,12,859952,3759304,,1650,1,601,2015
3,5,2,10,2,12,859952,3759304,,1650,1,601,2016
1,2,2,4,1,1,291830,291830,,500,1,420,2017
3,6,2,4,4,10,248100,1650786,,4360.5,1,381,2018
1,2,2,10,1,1,291830,291830,,500,1,420,2019
0,2,2,5,7,12,1119711,2244336,,1918.81,1,37,2020
8,13,2,3,3,10,1352391,4633846,,3346,1,561,2021
1,5,2,7,1,7,189000,1442013,,3325.34,1,204,2022
0,1,2,2,4,4,1386620,1386620,,876.1,1,566,2023
6,10,2,7,1,13,285950,2482885,,2000,1,567,2024
6,10,2,21,1,13,285950,2482885,,2000,1,567,2025
9,16,2,2,7,51,4735488,29035667,,30925.6,1,602,2026
9,16,2,13,7,51,4735488,29035667,,30925.6,1,602,2027
9,16,2,5,7,51,4735488,29035667,,30925.6,1,602,2028
20,31,2,9,27,97,4807863,24831632.51,,17191.12,1,309,2029
1,6,2,10,2,17,154000,2002726,,2000,1,565,2030
2,4,2,5,3,4,1392958,1752958,,833,1,19,2031
4,6,2,2,6,8,2696645,3386812,,6525.13,1,568,2032
2,5,2,7,3,17,482878,3190034,,4043.56,1,570,2033
17,24,3,2,8,26,2130497,9948686,,19020.71,1,572,2034
17,24,3,4,6,26,2678995,9948686,,19020.71,1,603,2035
17,24,3,8,6,26,2678995,9948686,,19020.71,1,603,2036
17,24,3,3,6,26,2678995,9948686,,19020.71,1,603,2037
17,24,3,1,6,26,2678995,9948686,,19020.71,1,603,2038
17,24,3,10,6,26,2678995,9948686,,19020.71,1,603,2039
15,27,3,14,9,36,4720600,22307073,,24693.57,1,44,2040
15,27,3,3,9,36,4720600,22307073,,24693.57,1,44,2041
9,17,2,10,13,38,4131390,10265552,,13891.21,1,93,2042
5,7,2,7,16,18,7681942,8174634,,2327.23,1,51,2043
2,5,2,7,6,17,1367240,4703703,,7093.9,1,357,2044
2,5,2,12,6,17,1367240,4703703,,7093.9,1,357,2045
2,6,2,10,4,9,1549600,3055273,,2925.92,1,574,2046
2,6,2,3,4,9,1549600,3055273,,2925.92,1,574,2047
9,16,2,1,2,51,437187,29035667,,30925.6,1,577,2048
8,9,2,3,16,16,6633002,6633002,,,1,181,2049
8,9,2,16,16,16,6633002,6633002,,,1,181,2050
8,9,2,14,16,16,6633002,6633002,,,1,181,2051
34,63,2,8,7,162,2800641,67445552,,31322.95,1,49,2052
34,63,2,4,7,162,2800641,67445552,,31322.95,1,49,2053
2,7,2,2,1,8,694500,2847138,,-614.39,1,604,2054
6,9,2,1,8,10,4440374,5437874,,5004.21,1,354,2055
10,21,2,8,7,37,1943803,10224398,,5800,1,393,2056
10,21,2,5,7,37,1943803,10224398,,5800,1,393,2057
2,3,2,9,14,14,5563214,5563214,,,1,511,2058
4,11,2,3,10,38,2084100,10010882,,3465,1,605,2059
4,11,2,2,10,38,2084100,10010882,,3465,1,605,2060
2,4,2,11,5,7,1380309,2647559,,2000,1,606,2061
2,4,2,9,5,7,1380309,2647559,,2000,1,606,2062
34,63,2,1,1,162,471200,67445552,,31322.95,1,607,2063
34,63,2,11,1,162,471200,67445552,,31322.95,1,607,2064
34,63,2,9,1,162,471200,67445552,,31322.95,1,607,2065
34,63,2,12,1,162,471200,67445552,,31322.95,1,607,2066
34,63,2,2,1,162,471200,67445552,,31322.95,1,607,2067
4,7,2,10,14,19,3597281,4925187,,3000,1,499,2068
4,7,2,9,14,19,3597281,4925187,,3000,1,499,2069
13,19,2,10,12,50,5777592,15125609,,6087.5,1,348,2070
13,19,2,4,12,50,5777592,15125609,,6087.5,1,348,2071
7,19,2,10,4,26,1311774,10219421,,7448.8,1,608,2072
7,19,2,11,4,26,1311774,10219421,,7448.8,1,608,2073
7,19,2,1,4,26,1311774,10219421,,7448.8,1,608,2074
7,19,2,2,4,26,1311774,10219421,,7448.8,1,608,2075
5,8,2,12,5,9,1424787,2268216,,5742.23,1,369,2076
5,8,2,3,5,9,1424787,2268216,,5742.23,1,369,2077
5,8,2,2,5,9,1424787,2268216,,5742.23,1,369,2078
4,7,2,4,14,19,3597281,4925187,,3000,1,499,2079
1,6,2,11,2,9,295000,2970310,,1000,1,609,2080
0,2,2,10,1,4,739018,2165693,,,1,38,2081
2,3,2,10,3,3,1163000,1163000,,1500,1,610,2082
2,3,2,16,3,3,1163000,1163000,,1500,1,610,2083
2,3,2,1,3,3,1163000,1163000,,1500,1,610,2084
2,3,2,11,3,3,1163000,1163000,,1500,1,610,2085
2,6,2,5,7,15,3178950,6956882,,2143,1,84,2086
20,31,2,3,7,97,1212696,24831632.51,,17191.12,1,611,2087
20,31,2,2,7,97,1212696,24831632.51,,17191.12,1,611,2088
2,2,2,10,0,0,,,,13142.67,1,612,2089
1,1,2,2,0,0,376815,376815,,1600,1,613,2090
3,3,2,2,0,0,,,,,1,614,2091
3,4,2,2,0,5,2222440,1308312,,17191.12,1,615,2092
2,2,2,2,0,0,,,,1600,1,616,2093
5,8,2,2,0,5,,1442500,,,1,617,2094
6,8,2,7,0,3,,1080520,,6226.15,1,265,2095
3,3,2,2,0,0,,,,2018.95,1,405,2096
4,5,2,2,0,1,,683850,,174.19,1,618,2097
5,6,2,2,0,3,,686576,,3000,1,619,2098
4,6,2,2,0,3,,2631709,,8922.96,1,371,2099
13,21,2,2,0,23,,13028569,,-3427.9,1,620,2100
2,2,2,9,0,0,,,,6160.52,1,67,2101
15,19,2,2,0,80,,47935755,,6850,1,621,2102
9,17,2,2,0,38,,10265552,,13891.21,1,622,2103
2,2,2,2,0,0,,,,500,1,623,2104
10,12,2,19,0,3,,1101000,,,1,485,2105
9,16,2,2,0,51,,29035667,,30925.6,1,624,2106
10,21,2,2,0,37,,10224398,,5800,1,625,2107
8,17,2,2,0,24,,12464281,,1350.17,1,626,2108
10,12,2,19,0,3,,1101000,,,1,185,2109
20,31,2,2,0,97,2259655,24831632.51,,17191.12,1,342,2110
0,0,2,7,0,0,,,,1500,1,346,2111
10,12,2,19,0,3,,1101000,,,1,426,2112
3,5,2,2,0,9,,3116436,,8026.92,1,627,2113
9,15,2,2,0,14,,7661494,,9265.82,1,628,2114
15,23,2,2,0,20,92500,12350528,,11638.51,1,629,2115
16,19,2,1,0,80,,50011244,,9504.82,1,117,2116
5,5,2,2,0,0,,,,2900,1,630,2117
10,12,2,19,0,3,,1101000,,,1,102,2118
1,4,2,2,0,7,,8626400,,17270.92,1,631,2119
12,17,2,2,0,27,,16838877,,5576.92,1,632,2120
10,12,2,19,0,3,,1101000,,,1,633,2121
5,8,2,2,0,4,,3196600,,5871.06,1,634,2122
6,7,2,16,0,8,,2884764,,-2495.07,1,635,2123
1,4,2,2,0,11,,5609264,,1000,1,636,2124
2,8,2,5,1,11,204232,1521859,,2000,1,637,2125
4,5,2,10,17,22,3928987,4694567,,6122.27,1,295,2126
3,6,2,5,6,20,1760416,6177739,,2600,1,638,2127
9,17,2,2,4,38,1028999,10265552,,13891.21,1,442,2128
9,17,2,11,4,38,1028999,10265552,,13891.21,1,442,2129
12,17,2,2,3,27,2248800,16838877,,5576.92,1,525,2130
12,17,2,7,3,27,2248800,16838877,,5576.92,1,525,2131
10,21,2,11,7,37,1625359,10224398,,5800,1,527,2132
6,7,2,3,8,8,2884764,2884764,,-2495.07,1,528,2133
34,63,2,2,3,162,1841400,67445552,,31322.95,1,639,2134
34,63,2,9,3,162,1841400,67445552,,31322.95,1,639,2135
34,63,2,10,3,162,1841400,67445552,,31322.95,1,639,2136
34,63,2,8,3,162,1841400,67445552,,31322.95,1,639,2137
7,17,2,9,2,17,638693,5710286,,7097.41,1,640,2138
7,17,2,3,2,17,638693,5710286,,7097.41,1,640,2139
7,17,2,11,2,17,638693,5710286,,7097.41,1,640,2140
1,2,2,13,24,24,7694992,7694992,,1000,1,293,2141
3,7,2,4,2,9,285721,1961790,,2870.05,1,641,2142
2,4,2,8,3,8,1012400,2441025,,,1,158,2143
2,4,2,4,3,8,1012400,2441025,,,1,158,2144
2,4,2,10,3,8,1012400,2441025,,,1,158,2145
3,7,2,15,4,11,1029550,4693551,,3389.02,1,349,2146
3,7,2,12,4,11,1029550,4693551,,3389.02,1,349,2147
0,1,1,5,18,18,8274503,8274503,,530,1,34,2148
3,6,1,6,3,7,739383,2256355,,4232,1,55,2149
3,6,1,3,3,7,739383,2256355,,4232,1,55,2150
3,6,1,11,3,7,739383,2256355,,4232,1,55,2151
3,6,1,2,3,7,739383,2256355,,4232,1,55,2152
3,6,1,1,3,7,739383,2256355,,4232,1,55,2153
0,1,1,11,1,1,365750,365750,,,1,642,2154
0,2,1,3,5,12,1104210,3164877,,,1,529,2155
3,5,1,1,1,5,268000,1022950,,3038.14,1,643,2156
3,5,1,9,1,5,268000,1022950,,3038.14,1,643,2157
2,3,1,4,3,3,577268,577268,,268.38,1,588,2158
2,3,1,10,3,3,577268,577268,,268.38,1,588,2159
2,3,1,3,3,3,577268,577268,,268.38,1,588,2160
2,3,1,2,3,3,577268,577268,,268.38,1,588,2161
3,4,1,3,27,27,17995948,17995948,,18593.41,1,17,2162
3,4,1,1,27,27,17995948,17995948,,18593.41,1,17,2163
0,1,1,11,10,10,4103176,4103176,,195.91,1,180,2164
0,1,1,16,10,10,4103176,4103176,,195.91,1,180,2165
2,8,1,10,6,20,4081500,9324945,,500,1,465,2166
2,8,1,4,6,20,4081500,9324945,,500,1,465,2167
4,5,1,8,15,15,1565817,1565817,,717.5,1,230,2168
5,13,1,16,1,22,172000,5430779,,223.25,1,644,2169
5,13,1,8,1,22,172000,5430779,,223.25,1,644,2170
5,13,1,3,1,22,172000,5430779,,223.25,1,644,2171
5,13,1,2,1,22,172000,5430779,,223.25,1,644,2172
0,1,1,4,4,4,1402460,1402460,,500,1,464,2173
0,1,1,8,4,4,1402460,1402460,,500,1,464,2174
0,1,1,2,4,4,1402460,1402460,,500,1,464,2175
0,1,1,5,4,4,1402460,1402460,,500,1,464,2176
3,5,1,2,2,3,1750000,2120500,,500,1,645,2177
20,31,2,1,10,97,2222440,24831632.51,,17191.12,1,615,2178
20,31,2,3,10,97,2222440,24831632.51,,17191.12,1,615,2179
2,3,2,2,3,3,1163000,1163000,,1500,1,610,2180
15,23,2,8,4,20,3466199,12350528,,11638.51,1,250,2181
1,6,2,13,3,24,651915,8861025,,,1,356,2182
1,6,2,8,3,24,651915,8861025,,3118.43,1,356,2183
1,6,2,3,3,24,651915,8861025,,,1,356,2184
5,18,2,3,3,25,1759055,9690271,,500,1,364,2185
5,18,2,2,3,25,1759055,9690271,,500,1,364,2186
3,18,2,2,3,49,1237618,18329432,,,1,646,2187
3,18,2,16,5,49,1911084,18329432,,,1,77,2188
3,18,2,11,5,49,1911084,18329432,,,1,77,2189
3,18,2,3,5,49,1911084,18329432,,,1,77,2190
2,9,2,5,4,27,1369639,11153860,,,1,565,2191
2,9,2,7,4,27,1369639,11153860,,,1,565,2192
1,9,2,11,6,26,2660621,10815428,,5150,1,647,2193
1,9,2,2,6,26,2660621,10815428,,5150,1,647,2194
5,11,2,3,1,7,1616000,5566315,,23487.29,1,648,2195
5,11,2,14,1,7,1616000,5566315,,23487.29,1,648,2196
5,11,2,2,1,7,1616000,5566315,,23487.29,1,648,2197
2,3,2,4,2,2,1142133,1142133,,1500,1,232,2198
2,3,2,7,2,2,1142133,1142133,,1500,1,232,2199
2,3,2,3,2,2,1142133,1142133,,1500,1,232,2200
0,3,2,8,5,21,839476,5876758.73,,9395.17,1,57,2201
9,16,2,8,7,51,4735488,29035667,,30925.6,1,602,2202
13,21,2,7,5,23,2944500,13028569,,-3427.9,1,540,2203
2,3,2,3,8,8,5104914,5104914,,2024.42,1,536,2204
6,14,2,9,11,33,3577795,10073187,,3118.46,1,145,2205
2,3,2,8,2,2,654000,654000,,3751,1,225,2206
2,5,2,3,7,17,2381707,4703703,,7093.9,1,58,2207
12,17,2,2,1,27,449000,16838877,,5576.92,1,649,2208
12,17,2,7,1,27,449000,16838877,,5576.92,1,649,2209
2,6,2,2,8,11,4888581,6393471,,5740.14,1,298,2210
2,6,2,8,8,11,4888581,6393471,,5740.14,1,298,2211
2,6,2,5,8,11,4888581,6393471,,5740.14,1,298,2212
9,19,2,2,3,23,964608,6663491,,6932.46,1,650,2213
11,18,2,1,11,37,4145000,13126580,,20438.33,1,274,2214
11,18,2,7,11,37,4145000,13126580,,20438.33,1,274,2215
1,3,2,4,7,8,2264562,2604562,,5154.68,1,195,2216
1,5,2,3,3,6,1378650,3166650,,4579,1,651,2217
1,5,2,2,3,6,1378650,3166650,,4579,1,651,2218
5,9,2,10,2,8,1177480,2839649,,1530,1,69,2219
5,9,2,2,2,8,1177480,2839649,,1530,1,69,2220
1,2,2,2,6,6,1860970,1860970,,3139.35,1,652,2221
8,15,2,9,4,33,1300443,12036790,,2245.42,1,653,2222
8,15,2,4,4,33,1300443,12036790,,2245.42,1,653,2223
8,15,2,8,4,33,1300443,12036790,,2245.42,1,653,2224
8,15,2,2,4,33,1300443,12036790,,2245.42,1,653,2225
11,12,2,8,8,8,3428675,3428675,,5670,1,436,2226
1,5,2,3,2,7,1029030,1986342,,1228.48,1,654,2227
1,5,2,7,2,7,1029030,1986342,,1228.48,1,654,2228
1,5,2,2,2,7,1029030,1986342,,1228.48,1,654,2229
0,4,2,1,7,13,4047837,5917661,,1000,1,560,2230
0,4,2,10,7,13,4047837,5917661,,1000,1,560,2231
0,1,2,8,4,4,3217287,3217287,,500,1,437,2232
4,7,2,4,1,4,2816000,3733416,,3500,1,655,2233
4,7,2,9,1,4,2816000,3733416,,3500,1,655,2234
4,7,2,1,1,4,2816000,3733416,,3500,1,655,2235
4,7,2,7,1,4,2816000,3733416,,3500,1,655,2236
4,7,2,5,1,4,2816000,3733416,,3500,1,655,2237
4,6,2,7,6,8,2696645,3386812,,6525.13,1,568,2238
0,1,2,1,4,4,645000,645000,,517,1,213,2239
15,27,3,1,1,36,854000,22307073,,24693.57,1,656,2240
1,3,3,2,2,6,1206000,5256500,,1500,1,358,2241
0,2,3,1,12,22,11426320,27403820,,-1463.33,1,24,2242
10,21,2,2,6,37,1698402,10224398,,5800,1,657,2243
10,21,2,13,6,37,1698402,10224398,,5800,1,657,2244
10,21,2,12,6,37,1698402,10224398,,5800,1,657,2245
2,3,2,13,4,4,1526321,1526321,,1850,1,469,2246
2,3,2,8,27,27,14605295,14605295,,6543.12,1,320,2247
3,6,2,8,10,20,3180038,6177739,,2600,1,382,2248
3,6,2,13,10,20,3180038,6177739,,2600,1,382,2249
1,8,2,5,1,37,331987,10766259,,6025,1,224,2250
1,8,2,10,1,37,331987,10766259,,6025,1,224,2251
1,8,2,5,5,37,909049,10766259,,6025,1,384,2252
1,2,1,7,2,2,1174150,1174150,,397.06,1,653,2253
1,2,1,2,2,2,1174150,1174150,,397.06,1,653,2254
0,1,1,10,10,10,4103176,4103176,,195.91,1,180,2255
0,1,1,8,10,10,4103176,4103176,,195.91,1,180,2256
2,3,1,5,3,3,577268,577268,,268.38,1,588,2257
2,3,1,9,3,3,577268,577268,,268.38,1,588,2258
4,11,1,1,4,25,2133000,13653322,,861.12,1,658,2259
4,11,1,8,4,25,2133000,13653322,,861.12,1,658,2260
4,11,1,2,4,25,2133000,13653322,,861.12,1,658,2261
5,8,1,8,2,4,674925,3261775,,,1,490,2262
5,8,1,5,2,4,674925,3261775,,,1,490,2263
1,5,1,2,4,8,884923,1973691,,613.64,1,491,2264
1,5,1,8,4,8,884923,1973691,,613.64,1,491,2265
0,1,1,4,1,1,315003,315003,,353.68,1,492,2266
0,1,1,8,1,1,315003,315003,,353.68,1,492,2267
0,1,1,2,1,1,315003,315003,,353.68,1,492,2268
5,8,1,3,2,4,674925,3261775,,,1,490,2269
1,5,1,4,4,8,884923,1973691,,613.64,1,491,2270
1,5,1,3,4,8,884923,1973691,,613.64,1,491,2271
2,3,2,11,4,4,1377000,1377000,,4000,1,364,2272
5,11,2,9,1,7,600000,5566315,,23487.29,1,400,2273
5,11,2,14,1,7,600000,5566315,,23487.29,1,400,2274
5,11,2,11,1,7,600000,5566315,,23487.29,1,400,2275
15,19,2,2,6,80,2808480,47935755,,6850,1,488,2276
15,19,2,15,6,80,2808480,47935755,,6850,1,488,2277
0,1,2,8,3,3,968932,968932,,350,1,539,2278
0,1,2,21,3,3,968932,968932,,350,1,539,2279
2,7,2,2,6,11,1768223,3118729,,3474,1,659,2280
2,7,2,1,6,11,1768223,3118729,,3474,1,659,2281
2,7,2,5,6,11,1768223,3118729,,3474,1,659,2282
6,14,2,4,3,33,422100,10073187,,3118.46,1,660,2283
6,14,2,3,3,33,422100,10073187,,3118.46,1,660,2284
20,31,2,5,12,97,4859577,24831632.51,,17191.12,1,61,2285
20,31,2,4,12,97,4859577,24831632.51,,17191.12,1,61,2286
34,63,2,11,11,162,6505933,67445552,,31322.95,1,343,2287
34,63,2,12,11,162,6505933,67445552,,31322.95,1,343,2288
4,5,2,15,6,6,2128806,2128806,,,1,661,2289
4,5,2,5,6,6,2128806,2128806,,,1,661,2290
4,5,2,7,6,6,2128806,2128806,,,1,661,2291
3,7,2,2,3,7,1176521,2936417,,5595.79,1,662,2292
3,7,2,1,3,7,1176521,2936417,,5595.79,1,662,2293
11,17,2,9,6,17,2391766,6652915,,35096.88,1,397,2294
11,17,2,7,6,17,2391766,6652915,,35096.88,1,397,2295
6,8,2,9,1,3,475000,1080520,,6226.15,1,663,2296
6,8,2,7,1,3,475000,1080520,,6226.15,1,663,2297
6,8,2,2,1,3,475000,1080520,,6226.15,1,663,2298
5,8,2,3,1,5,322500,1442500,,,1,664,2299
5,8,2,7,1,5,322500,1442500,,,1,664,2300
5,8,2,2,1,5,322500,1442500,,,1,664,2301
5,6,2,15,1,3,332010,686576,,3000,1,444,2302
2,4,2,5,4,5,648431,1021449,,500,1,665,2303
4,11,2,1,19,38,5516416,10010882,,3465,1,483,2304
4,11,2,13,19,38,5516416,10010882,,3465,1,483,2305
13,19,2,5,12,50,5777592,15125609,,6087.5,1,348,2306
6,10,2,3,5,27,4277028,16635708,,6144.35,1,666,2307
6,10,2,1,5,27,4277028,16635708,,6144.35,1,666,2308
1,4,2,4,6,8,1460513,1900598,,6121.78,1,667,2309
1,4,2,13,6,8,1460513,1900598,,6121.78,1,667,2310
0,3,2,10,5,21,839476,5876758.73,,9395.17,1,57,2311
0,3,2,3,5,21,839476,5876758.73,,9395.17,1,57,2312
2,3,2,10,8,8,5104914,5104914,,2024.42,1,536,2313
2,3,2,9,8,8,5104914,5104914,,2024.42,1,536,2314
8,17,2,4,3,24,1469738,12464281,,1350.17,1,668,2315
8,17,2,2,3,24,1469738,12464281,,1350.17,1,668,2316
2,6,2,1,4,10,1999920,6629667,,-2643.5,1,669,2317
2,6,2,3,4,10,1999920,6629667,,-2643.5,1,669,2318
5,8,2,2,6,21,1905151,7070806,,500,1,459,2319
5,8,2,11,6,21,1905151,7070806,,500,1,459,2320
5,8,2,13,6,21,1905151,7070806,,500,1,459,2321
5,8,2,1,6,21,1905151,7070806,,500,1,459,2322
13,19,2,16,1,50,266800,15125609,,6087.5,1,670,2323
13,19,2,1,1,50,266800,15125609,,6087.5,1,670,2324
11,15,2,12,3,11,1829224,5814786,,11533.64,1,515,2325
8,17,2,1,3,47,922321,16915354.25,,,1,376,2326
5,18,2,11,2,25,1759500,9690271,,500,1,378,2327
20,31,2,12,7,97,2634959,24831632.51,,17191.12,1,82,2328
2,4,2,7,1,7,165000,2126818,,2416.53,1,282,2329
5,8,2,8,6,21,1905151,7070806,,500,1,459,2330
5,8,2,3,6,21,1905151,7070806,,500,1,459,2331
11,15,2,2,4,11,578000,5814786,,11533.64,1,671,2332
11,15,2,7,4,11,578000,5814786,,11533.64,1,671,2333
34,63,2,11,2,162,753550,67445552,,31322.95,1,460,2334
8,17,2,1,7,24,3191450,12464281,,1350.17,1,458,2335
1,4,2,7,5,7,6280500,8626400,,17270.92,1,394,2336
2,5,2,2,3,11,813171,1762123,,1583.33,1,395,2337
2,5,2,11,3,11,813171,1762123,,1583.33,1,395,2338
2,5,2,4,1,4,1252000,4650900,,,1,672,2339
2,5,2,9,1,4,1252000,4650900,,,1,672,2340
4,5,2,2,6,6,2128806,2128806,,,1,661,2341
4,5,2,1,6,6,2128806,2128806,,,1,661,2342
5,7,2,4,1,2,255000,407956,,350,1,673,2343
5,7,2,7,1,2,255000,407956,,350,1,673,2344
2,5,2,23,7,12,1481479,2545783,,,1,400,2345
3,4,2,2,5,5,1308312,1308312,,,1,674,2346
3,7,2,2,1,14,486034,3286721,,5268.03,1,675,2347
3,7,2,5,1,14,486034,3286721,,5268.03,1,675,2348
34,63,2,2,1,162,233750,67445552,,31322.95,1,676,2349
34,63,2,1,1,162,233750,67445552,,31322.95,1,676,2350
2,7,2,10,1,8,694500,2847138,,-614.39,1,604,2351
2,7,2,12,1,8,694500,2847138,,-614.39,1,604,2352
4,5,2,8,17,22,3928987,4694567,,6122.27,1,295,2353
4,5,2,13,17,22,3928987,4694567,,6122.27,1,295,2354
5,11,2,12,2,21,430000,6819006,,5254.4,1,305,2355
5,11,2,5,2,21,430000,6819006,,5254.4,1,305,2356
5,11,2,1,2,21,430000,6819006,,5254.4,1,305,2357
5,8,2,3,2,10,1463875,8696347,,1500,1,306,2358
5,8,2,1,2,10,1463875,8696347,,1500,1,306,2359
5,8,2,10,2,10,1463875,8696347,,1500,1,306,2360
1,3,2,1,6,7,1712288,2712288,,1959,1,677,2361
1,3,2,4,6,7,1712288,2712288,,1959,1,677,2362
0,2,1,2,7,9,1936054,2356045,,201.51,1,515,2363
0,2,1,11,7,9,1936054,2356045,,201.51,1,515,2364
0,2,1,2,4,6,1184450,1767096,,,1,183,2365
0,2,1,3,4,6,1184450,1767096,,,1,183,2366
0,2,1,5,4,6,1184450,1767096,,,1,183,2367
1,3,1,10,6,7,2665320,2680320,,56.46,1,678,2368
6,10,2,12,17,21,8877207,9728193,,9637.62,1,291,2369
1,3,1,2,6,7,2665320,2680320,,56.46,1,678,2370
0,1,1,3,2,2,2265180,2265180,,277.79,1,642,2371
0,1,1,4,2,2,2265180,2265180,,277.79,1,642,2372
0,0,1,4,1,1,423000,423000,,815,1,262,2373
2,9,2,2,1,27,400000,11153860,,,1,314,2374
0,0,1,5,1,1,423000,423000,,815,1,262,2375
1,4,1,11,5,11,1630970,3301849,,4724.33,1,589,2376
3,4,1,16,27,27,17995948,17995948,,18593.41,1,17,2377
8,17,2,17,5,47,1679292,16915354.25,,,1,319,2378
3,4,1,15,27,27,17995948,17995948,,18593.41,1,17,2379
3,4,1,10,27,27,17995948,17995948,,18593.41,1,17,2380
3,4,1,4,27,27,17995948,17995948,,18593.41,1,17,2381
8,17,2,16,5,47,1679292,16915354.25,,,1,319,2382
8,17,2,8,8,47,1836570,16915354.25,,,1,316,2383
1,3,1,11,8,11,1789157,2418157,,,1,330,2384
8,17,2,14,8,47,1836570,16915354.25,,,1,316,2385
3,6,1,11,2,7,660870,2256355,,4232,1,2,2386
1,6,2,11,6,24,2459831,8861025,,,1,323,2387
3,4,1,8,27,27,17995948,17995948,,18593.41,1,17,2388
9,16,2,13,20,51,11465498,29035667,,30925.6,1,299,2389
9,16,2,4,20,51,11465498,29035667,,30925.6,1,299,2390
0,1,1,5,12,12,4112465,4112465,,,1,531,2391
0,2,1,10,1,3,607960,1316960,,196.37,1,679,2392
5,8,1,8,1,4,378100,3261775,,,1,527,2393
5,8,1,2,1,4,378100,3261775,,,1,527,2394
3,6,2,11,4,20,1237285,6177739,,2600,1,183,2395
1,2,1,3,3,3,1488000,1488000,,536.05,1,506,2396
0,1,1,8,2,2,1091654,1091654,,107.25,1,31,2397
0,1,1,6,2,2,1091654,1091654,,107.25,1,31,2398
1,2,1,4,1,1,351500,351500,,-1460.06,1,322,2399
1,2,1,6,1,1,351500,351500,,-1460.06,1,322,2400
1,3,2,4,1,5,149826,557826,,1300,1,451,2401
1,3,2,3,1,5,149826,557826,,1300,1,451,2402
6,14,2,7,3,33,1147492,10073187,,3118.46,1,452,2403
2,3,2,3,4,4,2058522,2058522,,3500,1,96,2404
2,7,2,11,11,17,7888287,10213491,,3219.2,1,454,2405
7,11,2,16,16,30,8853478,14570030,,6255.77,1,90,2406
7,11,2,8,16,30,8853478,14570030,,6255.77,1,90,2407
1,2,2,2,9,9,1935280,1935280,,500,1,200,2408
1,2,2,3,9,9,1935280,1935280,,500,1,200,2409
5,7,2,2,1,2,253440,470437,,500,1,202,2410
1,2,2,3,4,4,867699,867699,,1000,1,205,2411
6,10,2,21,6,13,777021,2482885,,2000,1,199,2412
2,8,2,8,4,21,349955,3494543,,7032.88,1,435,2413
0,2,2,7,5,12,1124625,2244336,,1918.81,1,680,2414
1,4,2,9,3,9,486204,1680804,,5365.52,1,681,2415
1,4,2,5,3,9,486204,1680804,,5365.52,1,681,2416
1,4,2,2,3,9,486204,1680804,,5365.52,1,681,2417
1,4,2,13,5,9,1000800,1680804,,5365.52,1,682,2418
3,8,2,12,7,16,2420132,4650032,,2370,1,443,2419
3,8,2,5,7,16,2420132,4650032,,2370,1,443,2420
3,8,2,8,7,16,2420132,4650032,,2370,1,443,2421
3,8,2,16,7,16,2420132,4650032,,2370,1,443,2422
3,8,2,3,7,16,2420132,4650032,,2370,1,443,2423
4,7,2,1,1,19,38758,5132272.37,,2760,1,545,2424
17,29,3,1,5,27,2061551,20174847,,18793.19,1,546,2425
0,2,3,5,2,4,1574000,2025000,,2511.51,1,149,2426
1,3,3,14,1,6,564000,2533681,,379,1,477,2427
1,3,3,8,5,6,1969681,2533681,,379,1,97,2428
34,63,2,14,4,162,2583839,67445552,,31322.95,1,556,2429
0,3,2,12,11,21,3288335,5876758.73,,9395.17,1,12,2430
0,3,2,5,3,21,1063428,5876758.73,,9395.17,1,478,2431
1,4,2,10,1,8,56000,1900598,,6121.78,1,161,2432
