adj_type_group_id,adj_type_id,allocation_bucket_id,company_id,compensafe_amt,compensafe_bps,compensafe_bucket_id,compensafe_event_date,compensafe_event_id,cra_net_amt,cra_paid_amt,cra_traded_amt,department_id,employee_id,inclusion_reason_id,insert_user_id,inserted_at,loan_id,net_spec_amt,payroll_reg_earnings_bom_amt,product_id,rent_bom_amt,reporting_period_id,source_row_hash,spec_bulk_adj_amt,spec_paid_amt,spec_traded_amt,state_id,vp_id
1,7,1,2,,-0.7872,1,2024-02-29,6565,0,0,0,7,1180,1,1,,1288,,,7,10139.19,1,e0188a91849a429a56679de7214fca0e0ebd2afb,,-246,0,13,55
1,1,1,2,,-0.4299,1,2017-07-17,6566,0,0,0,1,574,1,1,,1288,,,7,10139.19,1,29572b7b69dfbfeff20aea305f2b4343e2027008,,-246,0,13,55
1,3,1,2,,-0.0595,1,2017-07-17,6567,0,0,0,3,438,1,1,,270,,,7,3389.02,1,9f000c5d533ea1277309ca424e09b4019ae1cb54,,-575,0,13,349
8,22,2,2,,9.4771,1,2017-07-17,6568,0,0,0,2,412,1,1,,270,,,7,3389.02,1,1bf1eec5b62a527aa33666fba76c16b950ddeac0,,-575,0,13,349
4,5,3,2,,-6.5217,2,2017-02-13,6569,0,0,0,1,531,1,1,,270,,,7,3389.02,1,6d64c409b18635539e6c8c913a52be82e1b2b42a,,-575,0,13,349
2,11,2,2,,0.003,1,2024-02-29,6570,0,0,0,2,221,1,1,,271,0,,7,6850,1,b728c81f6053570292218eedbfede9a3c77ad35d,0,0,0,13,99
1,3,1,1,,0,1,2024-02-29,6571,0,0,0,11,23,1,1,,1282,0,,34,141.8,1,467e8f347a808e3646e5f4e254e6447dcc8220d4,0,0,0,4,54
3,9,6,1,,-1,2,2024-06-26,6572,0,0,0,2,731,1,1,,1282,0,,34,141.8,1,d78fe41675fbe899f5ff8142ef728f46e17c971c,0,0,0,4,54
1,7,1,1,,-0.0432,1,2024-06-26,6573,0,0,0,3,3,1,1,,1286,,,14,962.73,1,805ec561f167a1bc351785d61565375de48fde6b,,0,50.3125,25,728
1,1,1,1,,-5.4899,1,2017-02-13,6574,0,0,0,11,753,1,1,,1286,,,14,962.73,1,bbffcc76d18740e708919496b25512f7554c468b,,0,50.3125,25,728
1,1,1,2,,-11.6211,1,2017-02-13,6575,0,0,0,11,129,1,1,,1288,,,7,10139.19,1,5d63406380b50a37ee17e2d99f1c5fa4637a0cf3,,-246,0,13,55
1,3,1,2,,-0.0073,1,2017-02-13,6576,0,0,0,1,2,1,1,,1288,,,7,10139.19,1,6eff070ef76b49f3c63ea75b57af82bb9095b259,,-246,0,13,55
1,3,1,2,,-0.0134,1,2017-02-13,6577,,,,4,527,1,1,,914,,,12,4324.8,1,6638b464d15ce6611e2e76645b2f6f43baeb1adc,,,,21,290
4,5,4,2,,4.8214,2,2024-06-26,6578,,,,2,450,1,1,,914,,,12,4324.8,1,19e74c39165ffe5adc0b5b5fe4f06bd27f2ce01c,,,,21,290
2,11,2,2,,0.003,1,2024-06-26,6579,0,0,0,2,221,1,1,,271,0,,7,6850,1,7e460bc48568dbd24b05c62084c758e4a00f1bcb,0,0,0,13,99
5,28,5,2,,-0.0445,1,2024-06-26,6580,0,0,0,2,221,1,1,,271,0,,7,6850,1,d148f1caf3dd4c6589f779529e215c20377edd0e,0,0,0,13,99
5,28,5,2,,-0.0228,1,2024-06-26,6581,0,0,0,2,221,1,1,,271,0,,7,6850,1,e894d0e9105634ddf7537c96fca2932263165f15,0,0,0,13,99
5,6,5,2,,-0.1317,1,2012-02-01,6582,0,0,0,2,221,1,1,,271,0,,7,6850,1,f3392f2304f27c769c33bc64e00f0f8b4a8f2347,0,0,0,13,99
3,12,3,1,,-1.6199,2,2012-02-01,6583,0,0,0,11,646,1,1,,1286,,,14,962.73,1,c3705917dd5eb9060107af9c7a7cbc822bbd7326,,0,50.3125,25,728
1,1,1,1,,-0.0157,1,2012-02-01,6584,0,0,0,6,6,1,1,,938,962.2175,,15,530,1,272ce4272a56a4df284ad3983b96b6d417248514,962.2175,0,1281.67371,23,34
3,9,6,1,,-2.5,2,2024-01-05,6585,0,0,0,10,23,1,1,,939,574.21875,,7,4232,1,782955fa55a33e21273a9671a5fd58a01698dae8,1417.96875,-843.75,0,2,55
1,7,1,1,,-4.8821,1,2024-06-26,6586,0,0,0,9,815,1,1,,939,574.21875,,7,4232,1,f9a9a86d048c5284462b6170e8d20ebd5230c3ad,1417.96875,-843.75,0,2,55
5,6,5,2,,-0.0358,1,2025-01-03,6587,0,0,0,2,221,1,1,,271,0,,7,6850,1,2488e9e106f3fc597e62a99f0c382ea0d1835dc8,0,0,0,13,99
7,19,6,2,,-12,2,2025-01-03,6588,0,0,0,9,621,1,1,,274,0,,7,7097.41,1,498e5f67996e2e53462fad3a1ce08a457be6c8ed,0,0,0,34,351
10,36,2,2,,1.0504,1,2025-01-03,6589,0,0,0,2,1181,1,1,,274,0,,7,7097.41,1,39882803cc575876b358b035f14e4cd460c78520,0,0,0,34,351
1,7,1,2,,-0.0006,1,2018-02-06,6590,0,0,0,2,105,1,1,,274,0,,7,7097.41,1,09bcc62f1ddb7e94f55164260fa950f1434305e8,0,0,0,34,351
5,24,5,1,,-31.3481,1,2019-11-18,6591,0,0,0,2,128,1,1,,939,574.21875,,7,4232,1,4a18a0bc9b05a9c130d01a95b53cdbae915cea15,1417.96875,-843.75,0,2,55
6,10,7,1,,-75,2,2022-04-25,6592,0,0,0,2,128,1,1,,939,574.21875,,7,4232,1,07a6e876de65e0417633daffa911242eee253aa2,1417.96875,-843.75,0,2,55
1,1,1,1,,-80.5577,1,2022-04-25,6593,0,0,0,2,1182,1,1,,939,574.21875,,7,4232,1,7b3a4ffb42d8d2194c89e9eb99eeccc0019a5e74,1417.96875,-843.75,0,2,55
1,1,1,1,,-5.8598,1,2024-08-01,6594,0,0,0,11,496,1,1,,940,-182.875,,7,,1,3ccf52095ece59d5c7a64867261bcd833399efc8,0,-182.875,0,15,642
1,3,1,2,,-0.0537,1,2024-08-01,6595,0,0,0,11,812,1,1,,274,0,,7,7097.41,1,11e0df959986b7a4e4138291b8585e344ce59525,0,0,0,34,351
1,1,1,2,,-2.7943,1,2024-08-01,6596,,,,13,580,1,1,,275,,,9,1800,1,5ed15bb1b0a35ee60ff031ca7285bc492d070567,,,,45,73
1,1,1,2,,-0.0308,1,2024-08-01,6597,0,0,0,4,49,1,1,,276,0,,34,2327.23,1,ab21c34599813f2521fe4dff6153c3c2f0285119,0,0,0,5,51
7,19,6,2,,-1.9102,2,2023-08-14,6598,0,0,0,10,367,1,1,,276,0,,34,2327.23,1,a7afa684f38f5a90989c2d5995efbdd984000d2e,0,0,0,5,51
1,3,1,1,,-0.0098,1,2023-08-14,6599,0,0,0,3,27,1,1,,940,-182.875,,7,,1,280f276e711338f6f8fecb59fe26c08112ba93c2,0,-182.875,0,15,642
1,3,1,1,,0,1,2023-08-14,6600,0,0,0,11,23,1,1,,940,-182.875,,7,,1,95eda89b2eaf2bd33b16eee2287f491843c66587,0,-182.875,0,15,642
1,3,1,1,,-0.0133,1,2024-08-01,6601,,,,3,27,1,1,,941,,,5,,1,edfc950ad79ea75c732025b5a6b424a570fc0445,,,,13,529
6,10,7,1,,-50,2,2023-06-01,6602,,,,2,934,1,1,,941,,,5,,1,51049bdc0b488517b0432e96648e6f63705c5afd,,,,13,529
4,5,4,2,,3.7037,2,2023-06-01,6603,0,0,0,2,117,1,1,,276,0,,34,2327.23,1,8cdcf32d9c56caa19487e2111c63d9162585a7d0,0,0,0,5,51
5,24,5,2,,-0.1385,1,2023-06-01,6604,0,0,0,2,117,1,1,,276,0,,34,2327.23,1,fe0bc9395b263ff4895beeacac5898c99026d45f,0,0,0,5,51
6,10,7,2,,-95,2,2017-12-18,6605,0,0,0,2,117,1,1,,276,0,,34,2327.23,1,e6925c617e2cd4222667a79d95f1a1964bb7186e,0,0,0,5,51
1,1,1,2,,-0.8548,1,2024-08-01,6606,0,0,0,1,305,1,1,,276,0,,34,2327.23,1,9786d8c3468dff427bb38d047754724ddaa4b6ec,0,0,0,5,51
9,23,9,1,,-3.5082,1,2024-08-01,6607,,,,11,825,1,1,,1289,,,21,66.97,1,a3594f2083ff867036db07f37bdde1cd7f62e784,,,,7,386
9,23,9,1,,-0.6996,1,2024-08-01,6608,2010,0,2010,4,4,2,1,,942,,,38,3038.14,1,149b6e120a1caec79f0a686458553136ba87052f,,-1139,1256.25,9,643
4,5,3,1,,-3.7313,2,2024-08-01,6609,2010,0,2010,1,1019,2,1,,942,,,38,3038.14,1,876b56a9693f935f1def1547668594fb4a2d674f,,-1139,1256.25,9,643
1,3,1,1,,-0.1667,1,2017-12-18,6610,2010,0,2010,5,468,2,1,,942,,,38,3038.14,1,d2023f516b98d2d6a6a22669e50ca00bfebf26fa,,-1139,1256.25,9,643
1,3,1,1,,-0.0026,1,2017-12-18,6611,0,0,0,4,656,1,1,,1282,0,,34,141.8,1,680a2dcf494db2da2931254fb07039f03d04743b,0,0,0,4,54
3,9,6,1,,-2.5,2,2022-08-18,6612,0,0,0,10,528,1,1,,1282,0,,34,141.8,1,252349dda64563d838bb49b187ddef22855d4184,0,0,0,4,54
1,1,1,1,,-4.681,1,2022-08-18,6613,0,0,0,11,646,1,1,,1286,,,14,962.73,1,069c689fd77e893f893531cff9cbd93a281c9722,,0,50.3125,25,728
1,7,1,1,,-0.2545,1,2024-04-05,6614,0,0,0,11,653,1,1,,938,962.2175,,15,530,1,8741efc66a72e8feeda5c8a4ad042ac41d43f6a0,962.2175,0,1281.67371,23,34
3,13,3,2,,-2.6453,2,2024-04-05,6615,,,,8,968,1,1,,914,,,12,4324.8,1,87883758931ec24935db767d2cab6422d087de5e,,,,21,290
3,9,6,2,,-7.5,2,2024-08-15,6616,0,0,0,9,179,1,1,,915,0,,1,17191.12,1,e756c6d97153f0c41a133f37e80a5059b36bd275,0,0,1334.545898,21,309
1,1,1,2,,-0.0518,1,2024-06-03,6617,0,0,0,1,328,1,1,,915,0,,1,17191.12,1,af1957b4ae1d80bf0c13b2644e3608c55b7fd03c,0,0,1334.545898,21,309
1,7,1,2,,-0.0753,1,2024-06-03,6618,0,0,0,4,186,1,1,,915,0,,1,17191.12,1,50bad7214a4366679ae3665b3ff559bda005ca0a,0,0,1334.545898,21,309
6,10,7,1,,-24,2,2022-05-02,6619,0,0,0,2,74,1,1,,938,962.2175,,15,530,1,342c45149fd13e203833551a46412f5c86c85b24,962.2175,0,1281.67371,23,34
1,1,1,1,,-2.1346,1,2022-05-02,6620,0,0,0,16,300,1,1,,938,962.2175,,15,530,1,4db39a9c3a66c3a8bc921ee62e50fe69312e5b97,962.2175,0,1281.67371,23,34
1,3,1,1,,-0.0116,1,2024-08-15,6621,0,0,0,6,6,1,1,,938,962.2175,,15,530,1,5a63819178a0722a716d58b2e08ffba51bf3e4a6,962.2175,0,1281.67371,23,34
1,1,1,1,,-0.0314,1,2022-08-18,6622,0,0,0,6,6,1,1,,938,962.2175,,15,530,1,91b230a70c02c32b1210bc4b36e49e3bd9055cb8,962.2175,0,1281.67371,23,34
5,24,5,2,,-0.3156,1,2022-08-18,6623,0,0,0,2,510,1,1,,915,0,,1,17191.12,1,688a16aeae837743eceaafe3bbb29a9e60e03029,0,0,1334.545898,21,309
1,3,1,2,,-0.0542,1,2013-01-22,6624,0,0,0,1,146,1,1,,915,0,,1,17191.12,1,37fcd90f3904c04cac9fc56ca0bcdb0a763435b4,0,0,1334.545898,21,309
1,1,1,2,,-0.0891,1,2013-01-22,6625,0,0,0,11,120,1,1,,916,0,,7,7448.8,1,359e03e5bbc3b1e7d10b90bab560aa075984b142,0,0,0,13,608
3,12,3,2,,-0.2429,2,2019-10-18,6626,0,0,0,11,79,1,1,,916,0,,7,7448.8,1,bb6f887a407389eb830dd5df9aaa96f3fcb9cc07,0,0,0,13,608
3,9,6,1,,-10,2,2019-10-18,6627,0,0,0,10,214,1,1,,939,574.21875,,7,4232,1,97705e8a6885857118433f5467ab080251bad25b,1417.96875,-843.75,0,2,55
3,9,6,1,,-10,2,2022-04-04,6628,0,0,0,2,1182,1,1,,939,574.21875,,7,4232,1,0fe41f97fd19ecc517eeff733633c2e58b846592,1417.96875,-843.75,0,2,55
1,1,1,1,,-5.6961,1,2024-06-10,6629,0,0,0,11,496,1,1,,940,-182.875,,7,,1,6c7e8a2cb331d21aafdc4a45cf6a0c086a407d2f,0,-182.875,0,15,642
1,7,1,1,,-14.9974,1,2013-01-22,6630,0,0,0,2,550,1,1,,940,-182.875,,7,,1,216fd180974a8156ed8173c1ef566fd063df358e,0,-182.875,0,15,642
2,11,2,2,,0.0506,1,2013-01-22,6631,0,0,0,2,980,1,1,,916,0,,7,7448.8,1,84456a2e45e65196c4d27d36d72e1c18f1c1111a,0,0,0,13,608
7,19,6,2,,-12.0001,2,2013-01-22,6632,,,,9,1133,1,1,,1290,,,9,2925.92,1,1779d2d66018ffe91db691a1c265ce7cbcce97b8,,,,13,375
1,7,1,2,,-0.1062,1,2013-01-22,6633,,,,5,199,1,1,,1290,,,9,2925.92,1,cb1442ea41c520336f93e053d888bca509a30b8e,,,,13,375
1,7,1,2,,-0.0027,1,2024-06-10,6634,,,,2,434,1,1,,917,,,22,5742.23,1,e7f8fd03da56c3f7e81472d6aafc95aac4076988,,,,19,369
3,4,3,1,,-3.1622,2,2024-06-10,6635,,,,5,1178,1,1,,941,,,5,,1,fc35d4de49b5e88f3f1e624f8822848655500d73,,,,13,529
8,22,2,1,,9.0777,1,2016-06-10,6636,,,,2,934,1,1,,941,,,5,,1,9d48465b425a5d0bfc242d22db87d5e757c64b81,,,,13,529
8,21,2,1,,-6.2004,1,2016-06-10,6637,,,,2,934,1,1,,941,,,5,,1,1e31ede141f73166f1d71b5abbfa73dc75c53e55,,,,13,529
1,3,1,1,,-0.0161,1,2022-10-31,6638,,,,3,12,1,1,,1289,,,21,66.97,1,acd64f5b49e0a281477ff06ff52e237032ede654,,,,7,386
5,54,5,2,,-5.8257,1,2022-10-31,6639,,,,2,651,1,1,,917,,,22,5742.23,1,cf4d06bf0ca94139add5a3d3bf094dfb5680d31e,,,,19,369
7,19,6,2,,-0.1247,2,2023-12-13,6640,0,0,0,12,78,1,1,,918,,,121,3000,1,24f19c343f7e096621f6fc7fcd2181c2487b7805,,-1063.125,0,24,499
4,5,4,2,,3.0008,2,2023-05-16,6641,0,0,0,2,884,1,1,,918,,,121,3000,1,329290ed340c2d5d57a711956ecc6567a9a8f2f6,,-1063.125,0,24,499
1,7,1,2,,-1.6432,1,2018-05-31,6642,0,0,0,2,1183,1,1,,919,,,7,1000,1,0625473fb92d53605c7b29de7cc4d32bb633afbd,,-587.5,0,16,609
5,6,5,1,,-1.4678,1,2018-05-31,6643,,,,2,1184,1,1,,1289,,,21,66.97,1,696e0d2ce9fa1ceef34783c63faeda004fbef34d,,,,7,386
1,7,1,1,,-11.8101,1,2022-08-18,6644,2010,0,2010,9,591,2,1,,942,,,38,3038.14,1,8b4d96ad04f51295cb585f2cf15f26fb455820ee,,-1139,1256.25,9,643
1,1,1,1,,-3.2325,1,2022-08-18,6645,2010,0,2010,1,1185,2,1,,942,,,38,3038.14,1,927f6dd44316d3c691553b0defe3ffb508816d81,,-1139,1256.25,9,643
1,3,1,1,,-0.0533,1,2016-06-10,6646,,,,3,305,1,1,,943,,,9,268.38,1,a53bb682040d809c2349c49c3ba4cb89fd36fd97,,,,1,588
1,3,1,2,,-0.1755,1,2016-06-10,6647,0,0,0,11,349,1,1,,919,,,7,1000,1,bb7f33d34e7d5954a069914371f81a572b3865db,,-587.5,0,16,609
1,1,1,2,,-1.5068,1,2016-06-10,6648,0,0,0,3,596,1,1,,920,0,,15,,1,6ff1e726d870371d697dbd09fb35e59c8531252e,0,0,0,18,38
1,3,1,2,,-0.007,1,2016-06-10,6649,0,0,0,8,216,1,1,,920,0,,15,,1,666b830f15e5ffe2634a6611bddf0d5a04e70da4,0,0,0,18,38
1,1,1,2,,-1.5625,1,2022-08-18,6650,0,0,0,5,452,1,1,,920,0,,15,,1,5b6e049cb60134fbcaf3d6be524de8ac3373a48b,0,0,0,18,38
1,17,1,1,,-16.88,1,2022-08-18,6651,,,,2,1186,1,1,,943,,,9,268.38,1,cb915227787f6afc6225e44e4875b07ce0359816,,,,1,588
1,1,1,1,,-5.2466,1,2015-03-23,6652,0,0,0,11,496,1,1,,1291,,,7,314.42,1,050238301d07b7678bdcaae38abcde419f92eee2,,-204.25,1148.90625,15,167
1,1,1,1,,-0.021,1,2015-03-23,6653,0,0,0,11,23,1,1,,1291,,,7,314.42,1,d62e0a50ab62e63fe5bc36bfe4bf598b3da61b29,,-204.25,1148.90625,15,167
1,17,1,1,,-15.9125,1,2015-03-23,6654,0,0,0,2,286,1,1,,1291,,,7,314.42,1,1c429e3f55f97b7005e293ea18d3ae9e04845f41,,-204.25,1148.90625,15,167
1,3,1,2,,-0.0018,1,2015-03-23,6655,0,0,0,13,1016,1,1,,920,0,,15,,1,2a0e83df2337073db74073de7fa570198096c0d4,0,0,0,18,38
7,19,6,2,,-0.2684,2,2015-03-23,6656,0,0,0,12,87,1,1,,921,0,,1,4740.98,1,2d1c7db735b18499afcabbb5e74a208a0222f5c8,0,0,0,30,32
1,7,1,2,,-0.0183,1,2015-03-23,6657,0,0,0,4,1137,1,1,,921,0,,1,4740.98,1,bd3f2a88126a43cbe9a315fa0ecedd5ba7cb5ff2,0,0,0,30,32
1,7,1,2,,-0.1394,1,2016-06-10,6658,0,0,0,3,762,1,1,,922,0,,7,1500,1,87e01c74a428a28dc74e16cc6437c2eca536710e,0,0,1057.910156,10,610
3,12,3,1,,-2.0833,2,2022-01-03,6659,,,,15,530,1,1,,944,,,4,18593.41,1,44ccce71d988979436bc395ea2f519fa5add3946,,,,16,17
5,28,5,1,,-0.6992,1,2022-01-03,6660,,,,2,38,1,1,,944,,,4,18593.41,1,1202a11acb96ab9e548163dfbd6fcf51ce6cdda9,,,,16,17
6,10,7,1,,-90,2,2022-01-03,6661,,,,2,38,1,1,,944,,,4,18593.41,1,8ca5b3fa6c6dd33603652eb3699f6057eadf8fe9,,,,16,17
1,3,1,1,,-0.0288,1,2015-03-23,6662,,,,8,1078,1,1,,944,,,4,18593.41,1,88c176d972e72253f5453f019ec63dc288b660ea,,,,16,17
1,1,1,1,,-3.9472,1,2015-03-23,6663,,,,4,262,1,1,,944,,,4,18593.41,1,8551848075d19fbe0b549741c677baa1cc374507,,,,16,17
1,3,1,1,,-0.0058,1,2015-03-23,6664,,,,3,3,1,1,,945,,,110,195.91,1,c874fa29429b5257907e46588b0e87d630963a12,,,,9,180
1,3,1,1,,-0.0032,1,2015-03-23,6665,,,,11,755,1,1,,945,,,110,195.91,1,d82a53cb616d310c6112d925584ada076e9d9ff8,,,,9,180
3,9,6,1,,-5,2,2022-01-03,6666,,,,9,651,1,1,,945,,,110,195.91,1,4c7bcc49c54aca5a3d62f117794ae81f9d43d92f,,,,9,180
1,7,1,1,,-0.0063,1,2024-10-21,6667,,,,6,6,1,1,,945,,,110,195.91,1,98fe036fd8c50830cceccc866c4128adb578a51b,,,,9,180
1,3,1,1,,-0.0074,1,2024-10-21,6668,,,,6,6,1,1,,945,,,110,195.91,1,711595f36e42e3e7756a4ebf2e7c1cedc4a2e06e,,,,9,180
1,3,1,1,,-0.0045,1,2021-02-01,6669,0,0,0,3,36,1,1,,1292,472.47624,,8,,1,7e2978d967cfca2551209bc4aba445b1a455b8fc,472.47624,0,472.47624,2,521
1,3,1,1,,-0.0856,1,2021-02-01,6670,0,0,0,1,115,1,1,,1292,472.47624,,8,,1,689832902a8cb8fa42126444c844f634ba2fb4aa,472.47624,0,472.47624,2,521
1,3,1,2,,-0.0009,1,2024-06-24,6671,0,0,0,11,182,1,1,,922,0,,7,1500,1,fb28097c54dbdf8b33b7f0ad14e3e1c3da393121,0,0,1057.910156,10,610
1,3,1,2,,-0.0008,1,2024-06-24,6672,0,0,0,8,288,2,1,,923,1124.3616,,62,17191.12,1,02bd44afaaf71a0085772bff0dc6988eb26ebb67,1417.1641,-292.8025,1417.1641,21,309
1,3,1,2,,-0.0347,1,2024-06-24,6673,0,0,0,2,142,2,1,,923,1124.3616,,62,17191.12,1,3285872970a18f00829cf214892bfa9e730933dc,1417.1641,-292.8025,1417.1641,21,309
1,3,1,2,,-0.0593,1,2015-03-23,6674,0,0,0,1,328,2,1,,923,1124.3616,,62,17191.12,1,3bad55905467ba940cfd0f507be280cc8cbe5971,1417.1641,-292.8025,1417.1641,21,309
1,7,1,1,,-0.1079,1,2015-03-23,6675,0,0,0,4,100,2,1,,946,0,,81,500,1,529470e8d83780c36acb10a3a7532af1b7f5f85a,0,0,0,20,465
1,1,1,1,,-1.0132,1,2015-03-23,6676,0,0,0,3,412,2,1,,946,0,,81,500,1,82417014499746ba055631776bda6e007e398958,0,0,0,20,465
3,13,3,1,,-2.0862,2,2019-02-08,6677,0,0,0,8,413,2,1,,946,0,,81,500,1,0f03782ada9ebdaa1406875f0213c12d56bdb752,0,0,0,20,465
8,22,2,1,,9.5225,1,2024-10-21,6678,0,0,0,2,491,2,1,,946,0,,81,500,1,660eca6c51c1460bfc6ad4c0753072f09db30208,0,0,0,20,465
3,4,3,2,,-4.2691,2,2024-10-21,6679,0,0,0,5,506,2,1,,923,1124.3616,,62,17191.12,1,edba1958cfb8053f721da01db84e5c7e508d6fe4,1417.1641,-292.8025,1417.1641,21,309
5,41,5,2,,-2.4508,1,2024-10-21,6680,0,0,0,2,510,2,1,,923,1124.3616,,62,17191.12,1,67c6142ef11d668138b845b13a794fb0171fa033,1417.1641,-292.8025,1417.1641,21,309
1,7,1,2,,-0.0003,1,2020-11-30,6681,0,0,0,2,440,2,1,,923,1124.3616,,62,17191.12,1,283d728019d813899a1d5197d28ddc843ba2e2af,1417.1641,-292.8025,1417.1641,21,309
1,3,1,2,,-0.5735,1,2024-08-26,6682,0,0,0,5,460,1,1,,1293,0,,51,4010.06,1,4470ea16810f7911cbcf99e3b764831802bf522d,0,0,0,19,660
1,7,1,1,,-0.0711,1,2023-12-11,6683,,,,3,36,1,1,,947,,,12,717.5,1,80092b0a3e6902932afbd763670b22474cfd4a00,,,,15,230
1,7,1,1,,-0.001,1,2024-10-21,6684,,,,4,648,1,1,,948,,,39,223.25,1,82449a7dc6082b9679226f317b165c8f3828c68b,,,,21,644
1,1,1,1,,-0.323,1,2017-04-03,6685,,,,3,295,1,1,,948,,,39,223.25,1,72ba5c784556e37f8f6040ac7dfa5c7bd98d2155,,,,21,644
9,23,9,1,,-0.8065,1,2023-05-16,6686,0,0,0,4,648,1,1,,949,-1515.375,,1,500,1,5a788ff4527d07e321783cc0c83969132c4d16a1,0,-1515.375,2358.302344,17,464
1,7,1,1,,-1.5194,1,2023-05-16,6687,0,0,0,2,645,1,1,,949,-1515.375,,1,500,1,b4df6da92722def18be984ed2936810afa75eb12,0,-1515.375,2358.302344,17,464
3,20,8,1,,-82.54,1,2023-05-16,6688,0,0,0,2,645,1,1,,949,-1515.375,,1,500,1,dd4995fa0dd2a98ef8b01420b2f561a1dcaf9c5b,0,-1515.375,2358.302344,17,464
3,12,3,1,,-0.1739,2,2023-05-16,6689,,,,11,305,1,1,,950,,,21,500,1,bab3ebd91e4445ab835cce3b74de50efec7495cb,,,,11,645
5,6,5,1,,-0.7067,1,2019-02-08,6690,,,,2,1062,1,1,,950,,,21,500,1,910155df6b3e0e916563e49e1ed471202af8bec0,,,,11,645
7,19,6,2,,-0.3062,2,2019-02-08,6691,0,0,0,12,78,2,1,,954,114.75,,1,10139.19,1,71d44a8c6e31166d9bad5d1addd9914141bbf82d,114.75,0,114.75,13,55
1,7,1,2,,-0.0001,1,2019-02-08,6692,0,0,0,4,49,2,1,,954,114.75,,1,10139.19,1,f0e365b578533905f31b9b505b25e812323e48a2,114.75,0,114.75,13,55
7,19,6,2,,-0.1247,2,2019-02-01,6693,,,,12,78,1,1,,955,,,4,4324.8,1,99542308825895b5cbac6059d7557f59f85d3f69,,,,21,290
1,7,1,2,,-0.3272,1,2019-02-01,6694,,,,8,968,1,1,,955,,,4,4324.8,1,3d9fae10724f49d6caaa8b4ebb06f1421c9929b7,,,,21,290
4,5,4,2,,1.7442,2,2024-08-12,6695,0,0,0,2,1139,1,1,,1293,0,,51,4010.06,1,e3a197f6d60ff76bb20bd689901472f9c7142b6d,0,0,0,19,660
1,3,1,2,,-0.3077,1,2024-08-12,6696,,,,3,882,1,1,,924,,,53,2900,1,9da5db07c740bf42e6343358133bb2015de1ff77,,,,12,98
1,7,1,2,,-0.0339,1,2024-08-12,6697,0,0,0,2,945,1,1,,38,-795.72,,1,1228.48,1,46396051c1755a6caded4e6624658c06e4ac4b35,0,-795.72,1525.13,22,38
5,42,5,2,,-0.6711,1,2022-05-27,6698,0,0,0,2,945,1,1,,38,-795.72,,1,1228.48,1,72825ef3e5efdd464f5caf67b20111c887213fc2,0,-795.72,1525.13,22,38
1,3,1,2,,-0.0002,1,2022-05-27,6699,,,,3,16,1,1,,955,,,4,4324.8,1,fc4619d72ab1713d81e0ab59fc7ba79ac603c4bf,,,,21,290
1,1,1,2,,-2.9681,1,2022-05-27,6700,,,,3,16,1,1,,955,,,4,4324.8,1,4b3963a7fd71e4089acd90a413f5f020b780ec10,,,,21,290
1,1,1,2,,-4.2195,1,2013-01-22,6701,0,0,0,11,1081,1,1,,956,400,,7,1500,1,35b08dbdbae5a2b5ecba0b31728432023fd83c05,400,0,1996.8,10,610
1,1,1,2,,-1.2517,1,2017-04-03,6702,0,0,0,3,54,1,1,,956,400,,7,1500,1,ee6d94f4029d9e51c9a6abf26863d116f30090ca,400,0,1996.8,10,610
7,19,6,2,,-1,2,2017-04-03,6703,,,,2,115,1,1,,39,,,5,2792.1,1,5c62520738896bccb1bbbe2dfb0355bc19e100fa,,,,10,39
1,7,1,2,,-0.0597,1,2017-04-03,6704,,,,4,1137,1,1,,39,,,5,2792.1,1,e0770c4a5303a3e506013bcbd1c1aa4ae5ea0da0,,,,10,39
1,7,1,2,,-0.0149,1,2013-01-22,6705,,,,2,263,1,1,,39,,,5,2792.1,1,9a80562dfdd250c95771c26f645cc2f701c14ac4,,,,10,39
1,3,1,2,,-0.0132,1,2013-01-22,6706,,,,14,189,1,1,,39,,,5,2792.1,1,ebd83b2b38366adf7c5fd13eb12e5fd6b8bda15c,,,,10,39
4,5,4,2,,6,2,2013-01-22,6707,0,0,0,2,151,1,1,,956,400,,7,1500,1,ade28882b610520011a1f5abb6e07b1b4fb2f84c,400,0,1996.8,10,610
7,19,6,2,,-0.5028,2,2021-02-18,6708,0,0,0,10,213,1,1,,957,-783.75,,7,3118.46,1,c5d1cedcfcb2c1e5b385d6bd0442e15d287a006b,0,-783.75,1502.1875,6,145
1,1,1,2,,-0.0958,1,2017-04-03,6709,0,0,0,11,493,1,1,,957,-783.75,,7,3118.46,1,2c992b0fcf2f194bffa32917245fd1503508df97,0,-783.75,1502.1875,6,145
7,19,6,2,,-0.3062,2,2017-04-03,6710,0,0,0,12,78,1,1,,958,70.625,,1,11638.51,1,1879dc3271191543af0b2ee777423773241d0624,353.125,-282.5,1339.05,29,250
7,19,6,2,,-5.4454,2,2018-01-26,6711,0,0,0,9,234,1,1,,958,70.625,,1,11638.51,1,1ccb7f03516c179446a29378db9e6ca7e41bb6da,353.125,-282.5,1339.05,29,250
3,13,3,2,,-1.3274,2,2018-01-26,6712,0,0,0,8,48,1,1,,958,70.625,,1,11638.51,1,3a928a1a9f250f5f76b8b469331a5396dc80b803,353.125,-282.5,1339.05,29,250
