detected_at,dq_issue_id,issue_detail,issue_type,severity,source_business_key,source_table_name
2026-02-22 22:02:45,2566,funded_units_in_cost_center: 9.0 vs 11.0 (source_row=6453),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 574, 9)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2567,funded_volume_in_cost_center: 3055273.0 vs 5306844.0 (source_row=6453),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 574, 9)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2568,funded_units_by_vp: 4.0 vs 11.0 (source_row=6453),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 574, 9)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2569,funded_volume_by_vp: 1549600.0 vs 5306844.0 (source_row=6453),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 574, 9)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2570,rent_bom_amt: 2925.92 vs 6680.14 (source_row=6453),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 574, 9)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2571,funded_units_in_cost_center: 2.0 vs 1.0 (source_row=6600),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 1, 642, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2572,funded_volume_in_cost_center: 2265180.0 vs 365750.0 (source_row=6600),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 1, 642, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2573,funded_units_by_vp: 2.0 vs 1.0 (source_row=6600),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 1, 642, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2574,funded_volume_by_vp: 2265180.0 vs 365750.0 (source_row=6600),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 1, 642, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2575,active_sales_hc: 5.0 vs 2.0 (source_row=6656),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 13)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2576,active_non_producing_sales_hc: 1.0 vs 0.0 (source_row=6656),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 13)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2577,funded_units_in_cost_center: 7.0 vs 4.0 (source_row=6656),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 13)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2578,funded_volume_in_cost_center: 1986342.0 vs 2165693.0 (source_row=6656),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 13)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2579,funded_volume_by_vp: 212192.0 vs 739018.0 (source_row=6656),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 38, 13)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2580,active_sales_hc: 14.0 vs 4.0 (source_row=6683),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 5)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2581,active_non_producing_sales_hc: 6.0 vs 2.0 (source_row=6683),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 5)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2582,funded_units_in_cost_center: 33.0 vs 7.0 (source_row=6683),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 5)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2583,funded_volume_in_cost_center: 10073187.0 vs 2529150.0 (source_row=6683),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 5)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2584,funded_units_by_vp: 3.0 vs 5.0 (source_row=6683),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 5)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2585,funded_volume_by_vp: 422100.0 vs 1799900.0 (source_row=6683),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 5)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2586,rent_bom_amt: 3118.46 vs 4010.06 (source_row=6683),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 5)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2587,active_sales_hc: 14.0 vs 4.0 (source_row=6696),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2588,active_non_producing_sales_hc: 6.0 vs 2.0 (source_row=6696),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2589,funded_units_in_cost_center: 33.0 vs 7.0 (source_row=6696),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2590,funded_volume_in_cost_center: 10073187.0 vs 2529150.0 (source_row=6696),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2591,funded_units_by_vp: 3.0 vs 5.0 (source_row=6696),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2592,funded_volume_by_vp: 422100.0 vs 1799900.0 (source_row=6696),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2593,rent_bom_amt: 3118.46 vs 4010.06 (source_row=6696),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 660, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2594,active_sales_hc: 5.0 vs 4.0 (source_row=6707),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 39, 14)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2595,funded_units_in_cost_center: 8.0 vs 3.0 (source_row=6707),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 39, 14)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2596,funded_volume_in_cost_center: 3210918.0 vs 483300.0 (source_row=6707),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 39, 14)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2597,funded_units_by_vp: 1.0 vs 2.0 (source_row=6707),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 39, 14)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2598,funded_volume_by_vp: 300700.0 vs 433300.0 (source_row=6707),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 39, 14)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2599,rent_bom_amt: 2006.09 vs 2792.1 (source_row=6707),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 39, 14)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2600,active_sales_hc: 10.0 vs 18.0 (source_row=6737),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 77, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2601,active_non_producing_sales_hc: 5.0 vs 3.0 (source_row=6737),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 77, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2602,funded_units_in_cost_center: 17.0 vs 49.0 (source_row=6737),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 77, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2603,funded_volume_in_cost_center: 4532971.0 vs 18329432.0 (source_row=6737),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 77, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2604,funded_units_by_vp: 4.0 vs 5.0 (source_row=6737),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 77, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2605,funded_volume_by_vp: 1511398.0 vs 1911084.0 (source_row=6737),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 77, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2606,active_sales_hc: 6.0 vs 9.0 (source_row=6739),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 565, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2607,active_non_producing_sales_hc: 1.0 vs 2.0 (source_row=6739),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 565, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2608,funded_units_in_cost_center: 17.0 vs 27.0 (source_row=6739),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 565, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2609,funded_volume_in_cost_center: 2002726.0 vs 11153860.0 (source_row=6739),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 565, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2610,funded_units_by_vp: 2.0 vs 4.0 (source_row=6739),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 565, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2611,funded_volume_by_vp: 154000.0 vs 1369639.0 (source_row=6739),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 565, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2612,active_sales_hc: 63.0 vs 5.0 (source_row=6750),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2613,active_non_producing_sales_hc: 34.0 vs 3.0 (source_row=6750),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2614,funded_units_in_cost_center: 162.0 vs 12.0 (source_row=6750),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2615,funded_volume_in_cost_center: 67445552.0 vs 3759304.0 (source_row=6750),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2616,funded_units_by_vp: 6.0 vs 10.0 (source_row=6750),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2617,funded_volume_by_vp: 967270.0 vs 2899352.0 (source_row=6750),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2618,rent_bom_amt: 31322.95 vs 1650.0 (source_row=6750),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2619,active_sales_hc: 6.0 vs 5.0 (source_row=6752),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 8)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2620,active_non_producing_sales_hc: 2.0 vs 3.0 (source_row=6752),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 8)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2621,funded_units_in_cost_center: 7.0 vs 12.0 (source_row=6752),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 8)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2622,funded_volume_in_cost_center: 2271501.0 vs 3759304.0 (source_row=6752),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 8)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2623,funded_units_by_vp: 2.0 vs 10.0 (source_row=6752),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 8)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2624,funded_volume_by_vp: 523425.0 vs 2899352.0 (source_row=6752),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 8)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2625,rent_bom_amt: 2492.36 vs 1650.0 (source_row=6752),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 64, 8)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2626,active_sales_hc: 9.0 vs 6.0 (source_row=6811),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 381, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2627,active_non_producing_sales_hc: 1.0 vs 3.0 (source_row=6811),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 381, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2628,funded_units_in_cost_center: 26.0 vs 10.0 (source_row=6811),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 381, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2629,funded_volume_in_cost_center: 10815428.0 vs 1650786.0 (source_row=6811),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 381, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2630,funded_units_by_vp: 7.0 vs 4.0 (source_row=6811),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 381, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2631,funded_volume_by_vp: 1966213.0 vs 248100.0 (source_row=6811),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 381, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2632,rent_bom_amt: 5150.0 vs 4360.5 (source_row=6811),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 381, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2633,active_sales_hc: 32.0 vs 8.0 (source_row=6813),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2634,active_non_producing_sales_hc: 21.0 vs 3.0 (source_row=6813),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2635,funded_units_in_cost_center: 23.0 vs 16.0 (source_row=6813),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2636,funded_volume_in_cost_center: 8833757.0 vs 6888925.0 (source_row=6813),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2637,funded_units_by_vp: 0.0 vs 8.0 (source_row=6813),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2638,active_sales_hc: 32.0 vs 8.0 (source_row=6814),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2639,active_non_producing_sales_hc: 21.0 vs 3.0 (source_row=6814),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2640,funded_units_in_cost_center: 23.0 vs 16.0 (source_row=6814),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2641,funded_volume_in_cost_center: 8833757.0 vs 6888925.0 (source_row=6814),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2642,funded_units_by_vp: 0.0 vs 8.0 (source_row=6814),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2643,active_sales_hc: 32.0 vs 8.0 (source_row=6815),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2644,active_non_producing_sales_hc: 21.0 vs 3.0 (source_row=6815),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2645,funded_units_in_cost_center: 23.0 vs 16.0 (source_row=6815),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2646,funded_volume_in_cost_center: 8833757.0 vs 6888925.0 (source_row=6815),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2647,funded_units_by_vp: 0.0 vs 8.0 (source_row=6815),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 229, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2648,active_sales_hc: 8.0 vs 4.0 (source_row=6822),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 306, 11)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2649,active_non_producing_sales_hc: 5.0 vs 2.0 (source_row=6822),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 306, 11)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2650,funded_units_in_cost_center: 10.0 vs 8.0 (source_row=6822),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 306, 11)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2651,funded_volume_in_cost_center: 8696347.0 vs 1861625.0 (source_row=6822),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 306, 11)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2652,funded_volume_by_vp: 1463875.0 vs 864625.0 (source_row=6822),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 306, 11)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2653,rent_bom_amt: 1500.0 vs -1538.04 (source_row=6822),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 306, 11)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2654,active_sales_hc: 5.0 vs 19.0 (source_row=6836),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2655,active_non_producing_sales_hc: 2.0 vs 15.0 (source_row=6836),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2656,funded_units_in_cost_center: 7.0 vs 80.0 (source_row=6836),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2657,funded_volume_in_cost_center: 3564750.0 vs 47935755.0 (source_row=6836),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2658,funded_units_by_vp: 4.0 vs 61.0 (source_row=6836),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2659,funded_volume_by_vp: 1684750.0 vs 38156275.0 (source_row=6836),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2660,rent_bom_amt: 5341.0 vs 6850.0 (source_row=6836),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2661,active_sales_hc: 5.0 vs 19.0 (source_row=6837),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2662,active_non_producing_sales_hc: 2.0 vs 15.0 (source_row=6837),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2663,funded_units_in_cost_center: 7.0 vs 80.0 (source_row=6837),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2664,funded_volume_in_cost_center: 3564750.0 vs 47935755.0 (source_row=6837),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2665,funded_units_by_vp: 4.0 vs 61.0 (source_row=6837),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2666,funded_volume_by_vp: 1684750.0 vs 38156275.0 (source_row=6837),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2667,rent_bom_amt: 5341.0 vs 6850.0 (source_row=6837),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 99, 3)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2668,active_sales_hc: 3.0 vs 17.0 (source_row=6860),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2669,active_non_producing_sales_hc: 2.0 vs 12.0 (source_row=6860),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2670,funded_units_in_cost_center: 21.0 vs 27.0 (source_row=6860),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2671,funded_volume_in_cost_center: 4877861.0 vs 16838877.0 (source_row=6860),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2672,funded_units_by_vp: 19.0 vs 15.0 (source_row=6860),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2673,funded_volume_by_vp: 4443861.0 vs 10452980.0 (source_row=6860),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2674,rent_bom_amt: 2900.0 vs 5576.92 (source_row=6860),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2675,active_sales_hc: 3.0 vs 17.0 (source_row=6861),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2676,active_non_producing_sales_hc: 2.0 vs 12.0 (source_row=6861),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2677,funded_units_in_cost_center: 21.0 vs 27.0 (source_row=6861),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2678,funded_volume_in_cost_center: 4877861.0 vs 16838877.0 (source_row=6861),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2679,funded_units_by_vp: 19.0 vs 15.0 (source_row=6861),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2680,funded_volume_by_vp: 4443861.0 vs 10452980.0 (source_row=6861),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2681,rent_bom_amt: 2900.0 vs 5576.92 (source_row=6861),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2682,active_sales_hc: 3.0 vs 17.0 (source_row=6862),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2683,active_non_producing_sales_hc: 2.0 vs 12.0 (source_row=6862),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2684,funded_units_in_cost_center: 21.0 vs 27.0 (source_row=6862),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2685,funded_volume_in_cost_center: 4877861.0 vs 16838877.0 (source_row=6862),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2686,funded_units_by_vp: 19.0 vs 15.0 (source_row=6862),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2687,funded_volume_by_vp: 4443861.0 vs 10452980.0 (source_row=6862),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2688,rent_bom_amt: 2900.0 vs 5576.92 (source_row=6862),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2689,active_sales_hc: 3.0 vs 17.0 (source_row=6863),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2690,active_non_producing_sales_hc: 2.0 vs 12.0 (source_row=6863),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2691,funded_units_in_cost_center: 21.0 vs 27.0 (source_row=6863),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
2026-02-22 22:02:45,2692,funded_volume_in_cost_center: 4877861.0 vs 16838877.0 (source_row=6863),conflicting_deduped_fact_value,warning,"fact_workforce_period_snapshot|(1, 2, 98, 2)",Duke Data V4 (1).xlsx
